"","sample_id","10.10_propan-1-ol","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.51_2-methylpropan-1-ol","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.00_butan-1-ol","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.53_1-cyclopropylpropan-1-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.38_furan-2-carbaldehyde","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.78_hexan-1-ol","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.39_2-methylbutanoic acid","22.46_heptan-2-one","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.02_2,6,6-trimethylbicyclo[3.1.1]hept-2-ene","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","23.98_2-methylpropyl butanoate","24.11_3-methylsulfanylpropanal","24.22_2-methyl-6-methylideneoct-2-ene","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.14_2-pentylfuran","25.26_5-methylheptan-2-one","25.27_(2E,4E)-3,7-dimethylocta-2,4-diene??","25.44_butyl butanoate","25.47_(Z)-hept-2-enal","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.11_octan-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.55_nonan-2-one","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.69_decan-2-one","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.56_piperidin-2-one","35.71_undecan-2-one","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.09_3-ethyl-4-methylpyrrole-2,5-dione","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","37.59_2-methyl-5-(6-methylhept-5-en-2-yl)cyclohexa-1,3-diene","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"76","56A",6031616,,24504320,,8100864,1486656,,,,,64479232,15164416,34840576,7226624,,,8136192,,,,,12521472,,3192576,,3164160,,,27110400,,1267328,,2448128,,11330560,26742784,32489472,,,,,,9093120,4970496,692352,,468303872,,,,,,1844352,,45236224,,,,881280,,13214720,20664320,,5965568,12306432,,,2881024,,1135744,5197824,,,81764352,,,6367744,,,,,,,,2650624,2121984,,5635072,,1294784,2069696,,,,,,19793920,1591040,15288320,2571264,,108843008,5675264,,,,,,,6110208,,,,9531392,,,,45010944,,1403072,526784,,1240320,694400,,,,,,,,5726464,,,,,,662912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40857600,,11141120,746176,10686464,,1845632,,2213120,,9631744
"77","58A",,,4472320,,14171136,1087872,,,,,78622720,,34721792,1347136,,,9393152,6462464,,,,4537856,,,,,84914176,,14055424,,4040192,36216832,,491104,1491520,,,,,2659840,,,4684032,6178048,511248,,122802176,,7788288,,1612096,,,,,374896,,,,,37396480,8519680,,27507712,12918784,,,2513408,,,15029248,,,56287232,1713792,,8998912,,,,889280,1610304,3211520,5280512,35446784,,6925824,1473792,,445968,,,1807808,,39391232,,17393664,3229696,10431488,3261952,,8048640,118349824,,,1684032,,,,127762432,394816,,,,705344,,,99729408,,4589312,827392,,2868480,498240,1692736,,,,,,1004224,1475018752,439484416,,,,,,,,476784,,,,,,,915648,,,,,,,,,1473728,,,,,,,,,,212058112,,7821824,,29813760,3839488,3398912,,,,10153984
"78","62A",6156032,2340608,7101440,,31766528,1134336,,,1463296,,17249280,26418176,13315072,4791552,,,21389312,,,,7183360,,,4318208,,,85815296,,68980736,,2270208,7149824,,1299200,6693376,3176960,,,2310656,8358656,,5612288,9023488,119140352,3134976,,782499840,,,2326272,,,,548800,4872704,,,,8325632,,358334464,18453504,,238829568,45088768,,,4425472,,10508288,49442816,,,563347456,28616704,,3772416,,,,3862272,,2002688,13119488,12141568,,2830848,,1709760,44494848,,3724032,22843392,,33332224,,20840448,,10871808,6081024,4824064,188497920,21911552,854196224,,,1850944,5204736,,,1311232,,,25361408,,,,25191424,,2342912,,,4865024,,87158784,,,2012544,,,8385536,2269904896,1062731776,20154368,,,,2461952,3623424,,,,,4731904,,,,,,,,3249408,,,,,,,,,,2723840,,938048,,,982646784,,16088064,1556864,67866624,1842240,3808000,1989440,,,3962624
"79","64A",,,6862080,,16412672,,,,,,83464192,11892736,45211648,2419456,,,9159680,,,,,27473920,,,,,46514176,,21862400,,1685888,,,,5799680,,1914624,,,2889984,,,5320960,12473344,,,145604608,,,,,,,356336,,,,,,,51388416,2581760,,37236736,10297344,,,3793664,25952256,,288342016,,,94212096,,,9966592,2582784,,5115904,,,429473792,99356672,,,6570496,,5412608,,,,530481152,,,,46817280,9030656,29753344,,,1117650944,286408704,,,36421632,,,,26825728,1636352,,,,,,,105906176,1492672,19188736,8199936,,5586688,1482432,1431040,,,,,,3263488,1486159872,603848704,,,,,1707200,,,,1873216,,,,1100544,2981376,,,,4608512,,,,,,11288576,,,,,15680512,2773504,1395456,,1667456,322912256,22402048,14832640,885184,24984576,3050752,,1281664,,,17697792
"80","66A",,,7259392,,44404736,,,,,,97017856,128212992,54243328,3736832,,,36872192,,,,,10698752,,,,,32875520,,92270592,,,3301632,,1361344,,,,836224,,13821952,,,4191488,109789184,,,437108736,,,,,,,,,,1201472,,,,211255296,16514048,,178159616,39350272,,,3626496,4175360,,11446272,,,349044736,,,12493824,,,,,,891840,13479936,3809024,3571200,2605824,,4031232,,,,,,11951104,,15094784,11448320,11488256,4417024,,641269760,3942912,,,,1288832,,,1958656,941952,,,2593792,,,,121470976,,3044864,634624,,2005504,,35737600,,,,,,1518656,2442657792,1091305472,,,,,3188224,2236672,,,,,,,,,,,,24704000,,,,,,1050368,,,,,,759680,1100160,,,862650368,,11774976,829248,55562240,681984,2556416,2457856,,,14792704
"81","72A",141246464,,7392512,28584960,,2281216,,,,,24578048,78303232,32690176,3697408,,,30729216,,,13671424,,,23561216,3662336,,3432704,,,218251264,,,,6856448,,3573248,28371968,,,29526016,13083648,,12733440,7192832,24998912,1640512,,910950400,,,,,,4158464,435840,,687616,3749376,,38703104,10741760,82345984,23154688,,29872128,13077504,5037056,,1657408,,,2145024,,,727252992,2525952,,5363456,,,,1459904,,,2267136,2547456,3783936,,12636160,,13032448,,,1236928,,,6064640,10979328,,10763264,1869824,,18868224,1047488,,,,,,,,,,,20744192,2242816,,,75878400,,2985984,2202624,,1543744,422208,,,,,,2939904,837120,615448576,,,,,52240384,,,,,,,,,,,4397312,1562752,,,,,,,,782208,,,,,,,,,,291471360,,80953344,,8796160,,,,,,2824960
"82","80A",5740544,,6290688,,33812480,1157440,,,1146176,,72957952,14000128,33718272,2549760,,,49889280,,2083776,,5447168,16579584,,1430272,,,158547968,,21960704,,,13087744,,1477952,5782528,,3770112,,,14797824,,,19103744,14344192,872768,,199032832,3215360,,,,,1467456,,86061056,,,,,,62099456,13660160,,44937216,55734272,,,8506368,,2836992,59121664,,,172228608,,,9350144,2446848,,5487104,946048,,,29919232,,,2197504,,,546880,,,14071808,,103530496,,16036864,13363200,8560640,5694208,892736,65458176,46481408,245481472,,,,,,76767232,,,,5162240,794560,,,88236032,,6828800,1248704,,2513664,545920,23048192,,,,,,1126528,1058013184,306036736,,,,,1219008,,,738624,,,,,,,,,,,,,,,,2734848,,1187904,,,390672,,,,,126976000,2140672,8727552,,45453312,17799168,,687424,,,9948160
"83","82A",16953344,,10771456,,12234752,,1499392,,,,61071360,,30792704,1970624,,,5616640,,,,,8758272,3577856,4711424,,,4344832,,13119488,,,2076160,,690432,,4712960,,,,3946240,,,5103360,,1723584,,23544832,2770432,,,,,,,10834944,,,,734656,676992,2705664,47661056,,,7948800,,,2268160,,,2700032,3469568,,,4652288,,6352128,,,,753984,,850624,,1822656,1392704,,,1678592,,1145920,,852480,,,,10203136,,10093568,1474112,,3944192,1622208,,,3575808,,,,,,,,23620608,5053952,,,52289536,,1561792,1622400,,1051776,538112,,,,,,,663296,1391132672,,,,,,632640,,,484000,,,,,,,2340352,,,,,,,,,,,,,,581376,,,,,458227712,,15734784,,26378240,2520320,4396800,,5602304,,8081664
"84","84A",,,10237952,,16494592,,,,,,45457408,9307136,19915776,1585984,,,15737856,,,,,57585664,,,,,69185536,,23109632,,,1382592,,,1899712,,,,,5990144,1908608,,12061696,15466496,,,208257024,,,,701568,,,,153419776,,,,,,70225920,80015360,,49758208,29897728,,,2867200,,,,,,161054720,,,5044736,,,,1140992,2525440,8828928,2696448,2869504,1770944,1179712,,1426368,,,,7589376,1069568,21997568,,14135296,11643904,34443264,2458112,,5085440,1650432,147406848,,,,,,,,,,3911168,,,,63467520,,5136896,1174016,,2860544,1364032,9603072,,,,985088,,1400640,2408579072,584777728,,,,,1036352,,,1065344,,,,,423760,,331200,,,6788352,,,,,,1377024,,,,,,,755648,,,466370560,,9316352,,25752576,1728384,7017472,1604864,,,5996544
"85","86A",5711872,,9166848,,16201728,,,,,,35172352,,14210048,1020288,,,15010816,,,,,13376512,,,,,36601856,,13996032,,,780928,3318784,,,,1642240,,,11155456,,,4015360,3831296,,,32861184,2291456,,,,,,,2610688,,,,,,15738880,17144832,,13520896,10863616,,,3056896,7968512,,30545920,,,22628352,22700032,,5445120,,,1709952,,,,87310336,,,928512,5424896,,,,,6512896,,9369600,,9711616,4623104,9978880,1130624,,35368960,717094912,,,6528000,,,,1048707072,,,,31067136,337520,,,51408896,,3498496,1714048,,1383680,,,,,,,,833728,1513553920,966852608,,,,,1487104,,,,1727744,,,,,,,,,,,,,,,3426304,,702480384,,,,,,,,1217069056,8351744,36007936,,15455232,,2486528,,,,5148416
"86","88A",6136832,1148096,8069632,,29306880,1729472,,,868480,,34586624,27856896,17575936,2568448,,,19743744,,,,7932416,16751616,,,,,97472512,,49516544,,,4081664,,,4089088,2267136,,1035072,,9364480,,,9567232,50475008,731328,,403210240,,,,,,,381008,1176256,824384,1555392,,656576,992960,207798272,35213312,,143343616,26675200,,,4499200,12062720,,,,,,20276224,,6095616,3490304,,7527936,,,132677632,53633024,,,1654336,2384384,,980096,,3161600,57049088,,50036736,,19217408,15008768,9975808,2561536,,248135680,320765952,325451776,,,,,,720633856,,,,7084800,,,1137280,58675200,,2401536,1112192,,1859776,,35807232,,,,,,3450880,1574240256,626982912,,,,,2970880,,723776,,,,,,491632,,,,,,,,,,,,,,,,14298112,,1554816,,,596180992,3925760,19093504,1328576,35401728,,3337472,,,,5820672
"87","92A",6361088,,68796416,,20403200,,,,,,64901120,,36384768,,,,4193024,,,,,157171712,,,,,51695616,,15954944,,,,1642176,,,,13236224,,,2298880,,,4280320,2660352,,,45674496,,,,,,,,,,2042432,,,,10838016,34947072,,10271744,6266880,,,2156544,,,5561856,1612224,,25221120,8207104,,8174080,,,,896640,,,62496768,1302016,1281280,,,828544,,964480,,2700032,,12814336,,16933888,,15869952,1182528,,70234112,144244736,,,,,,,201261056,,506512,,84021248,,,,79749120,,,1427712,,1066432,,,,,,,,952128,2439774208,616366080,,,,,1467072,,,,,,,,,,,,,,,,,,,881536,,,,,,,,,,658309120,,27650048,,15052800,11858944,3124736,,,,10276864
"88","96A",62181376,1161536,5237504,,22311936,,946048,,2861568,,9619456,90566656,36749312,3522304,20880384,,23177216,,,5540096,,12865536,10475520,6346752,,,20500480,,156483584,,,2207488,,,3787776,13339648,,,9145344,12260352,,17582080,5209088,100581376,2162176,,1270808576,,,1435392,,,4794624,,111697920,,,,22847488,5014272,371769344,29995008,,221773824,10755072,8306432,,2725376,,,,,,902955008,6850048,4718336,2865408,,297392,,1827456,,494048,,,2567424,733888,2598656,702208,71176192,,,,,23109632,22556672,13347840,,10857472,2838272,,5328128,,,,,,1278016,,,,,,8491008,,,,24107008,,1498048,,,1698688,1251008,,,,273712,,,2146816,1371013120,,,,,,2310656,,,,,,,,,,,,,,,,,,,,,,163568,,,,657728,,,887685120,,57839616,2023424,24587264,,,1318912,2119168,,1686272
"89","102A",,,16121856,,19879936,,,,,,92205056,,55922688,2659328,,,5839872,,,,,46477312,,,,,26574848,,,,742400,863104,,,4859904,,3110400,,,4472832,,,4922368,,,,5139712,1607424,,,,,,,110903296,,,,,,,19654656,,4608000,10090496,,,2806016,850304,,,,,6377472,,,11382784,,,6181376,,,,21206016,2476032,,,,1244608,,,,,,7997952,,21920768,,17168384,2193152,,1386348544,6692352,,,,773888,,,8772608,719808,,,1687680,,,,88817664,,946624,618304,,1259776,,,,,,,,1982592,2164260864,650903552,,,,,2316544,,,,,,,,502032,233840,,,,,,,,,,,,,,,565952,,1839104,,,125468672,,12323840,784128,26814464,,,1188736,,,16947200
"90","106A",5832192,235216,4535296,,14558208,,1692096,,,,13082624,21394432,13637632,3465216,,,8602624,,,,3028992,,2092480,7120128,,,27907072,,38121472,,,633280,,903296,3412992,2917120,,,,4301056,,6840064,5129984,64110592,3673856,,645988352,,,,,,,,31568896,,,,3424000,1807744,266141696,26394624,,158285824,54743040,,,3455232,7527168,9670656,,,,517390336,,2665472,3232000,,,,,,3104256,28098560,,,4571136,1656064,320288,25428992,,7925504,50008064,2963712,24055808,,10449920,9460736,5538304,4049408,,150142976,29148160,754712576,,,,,,6280448,,,,21882880,1813056,4956672,1298176,44134400,,2097920,4886784,,3087104,1370880,98746368,,,601280,,1526144,2029440,1489174528,,10608640,10518528,,,1810112,2686464,,,,,,2947328,,,368272,,,,1558912,,,,,,,,,,2284800,,746560,,,718602240,,8834048,,22168576,480864,2268416,611072,2620928,,1742784
"91","108A",4494080,,11770880,,17217536,1196736,,,,,55058432,4990208,22548480,,,,13711360,,,,,48140288,,,,,82563072,,15662080,,,,2547200,,,,,594176,,3505920,,,3006464,13906944,719616,,154894336,,,,,,,,,,,,542848,500512,75341824,24902656,,48164864,18464768,,,3398400,,4390144,2889984,,,,20310016,,7790336,,,,1211648,,1095296,2028736,2727680,,828288,1573120,,,,1873280,646144,,50622464,,8055040,10042368,8673280,3151104,2494720,98693120,3005696,322945024,,,,,,2556672,,,,,,,788096,87969792,,5373696,732096,1809728,2079744,836096,71999488,,,,,,2832896,1168113664,332251136,,,,2786816,2140928,,331072,,,,,13593600,,,,,,,,,,,,1374016,,605184,605632,,,,1336832,,,255197184,,6994688,,16539648,,2622208,,,,6108928
"92","110A",,229984,10643456,,22203392,,,,,,105816064,4297984,51462144,1084352,,,6890496,,280416,,,12631040,,,,,73261056,,15694848,,,2504192,,,,,,,,3452928,,,10855424,10591232,,,73662464,,41132032,,1956032,,965312,684096,,,,,,,60493824,17200128,,43974656,9537536,,,2682368,,,8521728,,,76947456,,,12855296,,,,,,4578560,10615808,10615808,1489664,738688,2281984,,,,,,,41189376,,8282880,3558656,18823168,1403264,,61919232,13203456,,,10380288,,,,16965632,,,,1255040,,,,87183360,,1424832,426000,,883520,703424,,,,,,,,1420034048,,,,,,2147840,,,,,,,,,,,,,1439872,,,,,,1052800,,739712,,,365040,,,,,195559424,,8600576,781696,,4420352,,1235072,,,16236544
"93","112A",,510560,18580480,,32607232,1393984,,,894016,,37339136,6343680,17114112,2416640,,,12827648,,,,,155648000,,,,,309706752,,23447552,,,,,936384,3772416,,2555904,,,9043968,,,4511232,17666048,,,194232320,,,,,,1619840,,14425088,,,,,,86126592,35860480,,64319488,10839040,,,2424576,,,1779776,,,146358272,4922880,,4781056,,,,,,2210816,2223104,1498816,,,1689792,,,1280064,,,,275808256,,22467584,2936832,13062144,2069504,,4072448,3651328,,,,,,,3181568,,,,85823488,,,,78024704,,4204032,475264,,1078720,,,,,,,,1180480,1457192960,538574848,,,,,1845568,,,1180736,,,,,379136,,,,,,,,,,,2044352,,,,,,,,,1243072,738131968,,9339904,894400,44380160,2228224,2361600,1796800,,,4487168
"94","114A",5652480,,6251520,,23546880,4047872,315744,,,,41324544,,17110016,1104960,,,4898560,4905984,,,,4436224,,,,,49033216,,11843584,,,2059008,802176,,1620992,,3554048,,,5178880,,,6553088,,,,13030400,,,,322544,,,,,,,,,,4257792,26155008,,3646976,6339072,,,1871360,,,,,,12146688,13631488,,,,,,,,,7354112,2790144,1413888,985664,1685888,,,940544,,2944768,,14076928,,9998336,1506752,8680448,1095296,,53600256,5395456,,,,726272,,,1179520,,,,117104640,908032,,,57245696,,1292352,1086016,,1028864,,,,,,,,,1431830528,,,,,,1397760,,,,,,,,,,417552,,,2162176,,,,,,,,,,,,,,,,1374027776,,,,23318528,1006784,,1168320,,,4650496
"95","116A",,,3095296,,27215872,,,,,,71577600,,35487744,,,,11586560,,,,,6735360,,,,,27047936,,13219840,,,14444544,,,,,1943168,,,7096576,,,3957760,5239808,,,37097472,,,,,1836672,,460976,,,,,,,35762176,16727040,,25149440,9331712,,,2197504,,,,,,37744640,,,8809472,1612416,,4135424,8400896,3227392,,41857024,79396864,3386112,2225152,944256,,,1053888,,58703872,,,,21838848,13089792,20846592,1808000,,216170496,35667968,,,2505472,,,,9496576,12148736,,,2911232,,,,61853696,,9077760,16937984,,3624448,,,,,,,,31867904,1869348864,1185349632,,,,,3507200,,,2446336,,,,,,358224,,,,7099904,,,,,,7329280,,,1397568,,4366080,1063744,11890688,,,206274560,,8760320,,45699072,1147776,2072192,1802816,,,11447296
"96","118A",5778944,347088,3469824,,10638336,,,,2473728,,19510272,40468480,18950144,1901888,,,11719680,,,,2059136,,,3660288,,,98021376,,47878144,,,1076288,,,,5390080,,,1533440,3019264,,6526208,3643392,94482432,1714048,,653197312,,,,,,,349040,4749824,,,,8529920,,324714496,10472448,,229179392,20142080,16962560,,2904320,,13967360,19274752,,,501596160,14629888,,3617280,,,,1752256,,2568192,2137856,15680512,,2001280,,,63885312,,18839552,2740736,,34459648,,7752448,,7537664,,6383104,85225472,7010304,1171259392,,,710208,5730304,,5890560,,,,3583232,,29532160,9385984,37552128,,3085568,1210816,2225408,4780032,1227840,393510912,,4071424,13459456,,,4176896,2265448448,1161101312,77316096,92663808,2233600,,1725632,6753024,,,,,,20460544,,,,,,,20892672,,,,,1387712,,2808064,,,704128,694912,2020160,,,1171980288,10161152,8356096,,,8307456,3534848,,,,3481600
"97","120A",23245824,425392,12127232,18550784,,2762752,1840768,,959936,,32998400,41160704,20517888,,,,12548096,,,9874432,,9829376,9039872,6032128,,,9377792,,111104000,,3067392,,,,,16122880,,,11565056,,,11695104,13818880,61906944,,,704184320,,,819328,1530752,,2594816,713984,,,,,21327872,,199098368,84877312,,123793408,9059328,,,2600448,,,25733120,,,47370240,17129472,,6752512,,,,1191552,,,6362624,7582720,4472320,9610240,15980544,,18706432,,,8588288,,,,5749504,2737920,9379840,1984192,,51671040,5883392,,487152,,,,,3215872,,,5998080,19965952,,,,37392384,,2516736,1836544,,2544640,,,,,,,3002112,976064,602537984,,,,,40665088,,,,,353440,,,,,,,1686016,,,,,,,805056,,,1246208,715136,,450144,912320,,,,103473152,,27049984,,23343104,,3628544,,2817024,,3935232
"98","122A",91123712,,5827328,26097664,,9728000,8252672,,,,10683392,37916672,17191936,,,,3365376,,482048,13002752,,,9505792,11987968,,,2481664,,128430080,,,,3270656,,,20590592,,,41598976,,,,5580288,34234368,18214912,,491487232,,,,,,,,193527808,,,,38051840,27589632,120107008,16423936,,78491648,7208704,,,1884416,3814912,,34820096,,,712048640,14974976,,2797056,,,460128,,,,24991744,12576768,,1058112,,,,,,28577792,,,,24079360,,6458112,1624320,,157515776,69627904,,,4098304,,,,76824576,,,,19686400,875008,,,32941056,,1447680,13552640,1822848,2255360,2050432,,,,,29806592,2315520,725056,605093888,,,,,11538432,,,,,1463488,,,4342784,,974464,12887040,1477184,,1160064,,,,,,864064,390048,,,,1326784,,,,,395329536,406784,32759808,,5613568,843328,3288576,,5505280,,1409664
"99","126A",,,24640512,,22976512,,,,,,106283008,,53092352,3919104,,,41066496,,,,,69435392,,,,,13774848,,12892160,,,996096,2662400,,6866176,,2768896,,,10518528,,,3944192,,,,42848256,5754112,,,,,,,,509984,,,,,8045568,39723008,,6661888,28324864,,,1934528,1793920,792640,3886336,,,28296192,,,8739840,,,,,,2419968,,,,,2073536,,,863744,,1375040,,,,11549696,8537088,18333696,1703296,,5706752,34856960,,,,,,,32766976,,,,45539328,645504,,,89821184,,6679040,2918656,,1057600,620160,1521280,,,,,,638016,508264448,,,,,,632256,,,,,,,,,,,,,,,,2854656,,,1724736,,,781440,,,,,,,157532160,,9084928,,22217728,773248,,,,,14612480
"100","128A",6143488,1296576,19506176,11368448,,,958592,,,,31344640,59641856,23964672,2904064,,,22946816,,,,,45654016,5004032,6498816,,,12636160,,133234688,,,869312,3815424,,2480896,7781632,,,2926592,1652928,,4635904,4445952,161955840,,,950337536,,,,,,,,,,1820672,,10603520,,522256384,14736384,,301875200,,,,2673408,7877376,,,,,151601152,16149504,3816192,6629120,,,,5146112,,3864832,18846720,,2230784,2811136,3465216,,24705024,,,27746304,,,,18784256,1926528,12741632,2178304,,601096192,16349184,,2441472,2032640,,1202560,,7378176,826688,,,10552320,,,,44871680,,4348160,1363584,5745664,2831360,1293824,,,,,,,10859520,2337013760,757727232,,,2399232,,1751936,,,,,,5295104,18087936,,,716608,,,,,,,,4393984,1454784,494576,,1304512,,2221312,,1596544,,,615448576,,24668160,1306688,30669824,2285312,2985216,,3224576,,6346496
"101","132A",5427712,,7927808,,23785472,2464256,,,,,88297472,,44822528,,,,18421760,,611072,,,9118720,,,,5569024,8657920,,,,11782144,15427584,6822144,,,,2723584,,,6210304,,,2871552,,,,3357440,2241280,,,1107648,,,,,415744,,,,,,23550976,,,8987648,,,1279296,968064,,8012032,739584,,,8709120,,4982528,,,,1164032,,,6970880,733248,1199424,2126336,1458560,,,,3521024,,763968,1873536,,13050880,8418304,14260224,1322240,,56045568,18103296,,,619392,,,,9210880,,,,1054080,,,1266112,36061184,,5817088,661760,,1955712,534720,,,,,,555264,1502656,473841664,,,,1990336,,970560,,,,,,,,,,,,,,,,,,,1296512,,,,,,,755584,,,164511744,,29613056,,18511872,2835200,3470080,1808960,,,11192320
"102","134A",7728640,423008,6690816,11535360,,5998336,2550272,,,,25590784,112631808,40968192,6717184,,,5787648,,,,,6246912,,6772480,,,,,160956416,,,,7041024,,6236160,5191680,6312192,,1374464,2560512,,,3629568,67309568,3460096,,1017118720,,,,,,4640000,,48787456,,,,2685184,1626048,191987712,37003264,,134381568,10209280,,,2144256,,,7769856,,,713228288,5241856,,7066624,,,,,,4080640,37941248,,,,8911872,,4013312,,,2899712,,,12148736,17998848,,13414400,3159296,,1110245376,16118784,,,2200064,,,,8194560,,,,48201728,3349504,,,78188544,,7372544,11358208,8842240,2923264,,,,,,,1032768,4085248,837877760,,,,3048448,11179008,2641920,,,,,,,39153664,,,5470464,,,,,,,,,2406400,476016,2206976,,,,,2052672,,,287162368,,31048704,,7613952,2288640,,,5400320,,3897088
"103","136A",5684992,,6674176,,21512192,6426880,,,,,18204672,32133120,17785856,2520320,,,11005952,,,,3567872,10193920,,1801664,,,11298816,,47759360,,,,,,3452928,2785536,,,,3872768,,,10876928,35614720,1381504,,532824064,,,,,,,771520,,,,,,2098176,138739712,15187968,,89452544,39481344,,,4861696,,11860992,6844160,,,512294912,15798272,,4633856,,,,,,3155712,3201280,2566400,2394624,3120384,1902528,,,3166720,15564800,541312,4211712,5409536,,24211456,,11226112,10088448,12992512,80142336,6519040,1305608192,,,,,,4948736,,,,23737344,1233600,,13318144,49438720,,30397440,2743040,12023808,6391552,,702152704,,,,,3504128,3196928,1257504768,,8034304,,10518528,20131840,5298176,4258048,,,,,3212288,266993664,,,2891264,,,7902208,1404160,,,,,1823616,231168,,501376,,,,2062720,,,809304064,,37048320,,18384896,1211264,7632128,,1621184,,3457280
