"sample_id",".epsilon.-Caprolactam","(+)-.alpha.-Tocopherol","(+/-)-Tryptophan","(2S)-2-hydroxypentanedioic acid","(N(1) + N(8))-acetylspermidine","(S)-3-Hydroxybutyric acid","1-monoheptadecanoyl glyceride NIST","1-monoolein","1-monopalmitin","1-monostearin","1,2-anhydro-myo-inositol NIST","1,3-Dihydroxyacetone","1,3-propanediol","1,6-ANHYDRO-B-GLUCOSE","2-(1H-indol-3-yl)acetic acid","2-deoxypentitol NIST","2-deoxytetronic acid","2-deoxytetronic acid NIST","2-hydroxybutanoic acid","2-Hydroxycaproic acid","2-Hydroxypentanoate","2-hydroxypyrazinyl-2-propenoic acid ethyl ester NIST","2-ketoisocaproic acid","2-monoolein","2-monopalmitin","2-Oxoglutarate","2-Phenylethylamine","2-picolinic acid","2-pyrrolidinone","2,3-butanediol","2,3-dihydroxybutanoic acid NIST","28.55_Phenol","29.90_1-phenylethanone","3-Aminoisobutanoic acid","3-hydroxy-3-methyl-Glutaric acid","3-hydroxypropionic acid","3-Phenyllactate","3,4-Dihydroxybenzeneacetic acid","4-aminobutyric acid","4-hydroxy-benzoate","4-Hydroxymandelate","4-hydroxyphenylacetic acid","4-Imidazoleacrylic acid","4-pyridoxate","5-alpha-cholestanol","5-Aminopentanoate","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5,6-dihydrouracil","5'-adenylic acid","6-hydroxynicotinate","7-methylguanine","9Z,12Z-Linoleic acid","AA","acetyl-galactosamine","aconitate [cis or trans]","adenine","adenosine","adipate","Ala","ala-ala","allantoate","alloxanoic acid NIST","alpha-D-Glucose","alpha-glycerophosphate","aminomalonate","arabitol/xylitol","arabonate/xylonate","arachidate","Asp","azelaic acid","behenate (22:0)*","benzoate","beta-Ala","beta-gentiobiose","beta-mannosylglycerate","beta-Pseudouridine","CA","caffeine","caprate","CDCA","cellobiose","cerotinic aci","cholesterol","Citramalate","citrate","citrate/isocitrate","conduritol-beta-epoxide","creatinine","Cys","cystine","cytosin","D-(-)-Fructose","D-(-)-Mannitol","D-(-)-Ribose","D-(+)-Maltose","D-(+)-Mannose","D-(+)-Raffinose.1","D-Glucarate","D-Gluconic acid","D-gluconolactone","D-Glucose 6-phosphate","D-lyxose","D-sorbitol","D-threitol","D-trehalose","D-xylose","D-xylulose","D-<U+03B4>-Tocopherol","DHA","digalactosylglycerol*","Digalacturonate","DL-Leucine","DL-Lysine","DL-METHIONINE","DL-methionine-sulfoxide","DL-Ornithine","Dl-Proline","dodecanoate","dodecanol","elaidic acid","erythritol","erythronate/threonate","erythronic acid lactone","erythrose","ethanolamine","Ethanolamine phosphate","FA 18:1","FFA C14:0","FFA C18:0","FFA C19:0","FFA C24:0","fucose","fumarate","fumarate/maleate","galactinol","galacturonate","gamma-tocopherol/beta-tocopherol","Gln","Glutarate","Gly","glycerate","glycolate","guanosine","heptadecanoic acid","hexadecylglycerol NIST","hexaric acid","hexuronic acid1","His","homocystine","homoserine","hydroxycarbamate NIST","hydroxylamine","hydroxyproline","I(-)","indole-3-lactate","inosine","inositol-4-monophosphate","isoheptadecanoic acid NIST","isohexonic acid","L-(-)-Phenylalanine.1","L-lactic acid","L-malic acid","L-serine","L-threonine","L-tyrosine","L-valine","lactitol","lactobionic acid","lyxitol","maleimide","malonate","maltotriose","methyl O-D-galactopyranoside","methyltetrahydrophenanthrenone1 NIST","monomyristin","N-.alpha.-Acetyl-L-ornithine","N-Acetyaspartic acid","n-acetyl-d-hexosamine","N-acetyl-D-mannosamine","N-Acetyl-DL-glutamic acid","N-acetylputrescine","N-methylalanine","niacin","niacinamide","O-acetylserine","orotate","oxalate","palatinitol","palmitic acid","Parabanic acid","pentadecanoic acid","phenylacetic acid","phytol","pipecolinic acid","putrescine","pyrophosphate","pyrrole-2-carboxylic acid","pyruvate","ribonate","sebacic acid, di(2-octyl) ester NIST","shikimate","squalene","stigmasterol","succinate","sulfate","Syringate","tagatose","tartarate","taurine","threonic acid","thymidine","thymine","tyramine","tyrosol","UDP-glucuronate","uracil","urate","urea","uridine","xanthine","xanthosine","xylonolactone NIST","zymosterol"
"WANDRO_67",478,7249,1874,1342,2047,11120,534,82023,16466,18544,5089,29482,446,3929,1403,10499,3511,15372,16325,4402,10215,1899,1362,16356,7233,5135,98,3932,1228,8239,3800,2817,3206,293,4457,5301,12075,1046,1310,573,1212,7952,1123,634,8762,937,9248,321,573,405,3850,16586,79408,839,1410,1194,3347,2927,56501,3270,375,248,80122,58947,316,19335,11242,24818,20954,698,215368,22633,312,43949,2301,83151,2024,104997,1044,1619,113106,1098,5851785,962,51846,3807,5044,4737,869,741,655,1574,20486,16422,317359,14276,616,454068,49235,10276,186,14085,6356,21946,505107,36076,7784,762,52992,4368,1637,2160,20252,557,23581,17878,1112,15281,1221,808249,14949,30748,707,878,19113,1169,54454,40879,1481032,26075,4173,1122155,7265,507,14913,81967,1048,698,625,35048,13212,3509,305,35237,20354,2595,10016813,6933,25800,202,1319,253549,33111,7243,7167,9792,700,2820,535041,4559,70167,11295,23146,5310,77387,2344,5446,25093,2349135,5724,587,1605,2240,8343,593,1519,6872,1576,662,6660,8175,4900,5621,11888,236,6328,9598,14130,178073,2399,72941,2524,2035,5987,16695,712,250,9701,13444,10092,2228,10674,1337,5987,10432431,61885,8907,1617,6190,18264,7202,21275,504957,1921,13139,41459,3263,2004505,607,1564,2722,15513,64077
"WANDRO_68",401,27536,7823,907,4514,9446,1006,107473,15590,16786,3210,18716,443,519382,2022,6496,1562,8986,7428,7099,6311,1272,1463,17840,8911,2864,292,1453,1906,3403,1384,2750,1938,277,3089,3294,9954,930,1604,540,254,9295,844,4092,18475,781,3084,307,640,168,4329,42496,281601,4006,892,716,3296,4292,123989,5757,517,647,52503,43895,294,16696,10821,44161,140368,645,210860,32664,241,49507,2272,48829,1745,110690,1123,1608,143738,3189,4063252,552,39754,1963,8680,5348,1002,2085,546,523,28582,15145,206241,4411,10811,355535,32401,5518,181,7498,6295,17072,365508,20179,9358,1205,96293,3859,2694,5784,18546,819,24950,8010,2375,11485,1377,1538403,22075,11185,596,741,16738,540,227393,254713,2289952,11659,14939,1360000,7095,412,24496,125492,4334,491,682,29884,8783,2849,638,56194,74075,2706,8524480,5782,17582,176,1230,208503,38429,13215,11195,9133,1155,5413,419464,10297,18825,7775,49776,22508,66434,3880,1890,45927,2519365,5247,661,3290,5356,4963,1155,2152,4804,1249,416,8598,11073,34052,8797,6116,485,2597,4105,16887,848397,3985,43746,3767,2448,5131,21072,819,288,7202,11145,9665,2889,25880,2142,3473,10417098,59337,2984,997,2039,7895,12043,25389,841930,1911,15869,51176,21494,1390333,859,2037,4143,7529,90840
"WANDRO_69",15437,18190,20918,1500,69732,18326,937,80607,17130,22131,18809,88098,611,13181,1649,18507,9747,24521,33189,17417,51039,1582,1330,31807,11679,3422,89,7739,3381,52229,8292,15869,3830,119,11793,10625,26473,8406,582699,6444,13222,11791,1952,10025,8881,440,32260,399,1017,773,479,67700,347195,5703,2254,1468,3920,3530,155250,7752,15964,1906,112857,16283,591,15998,38009,36472,10945,680,82697,47961,291,72227,2172,225692,4147,133115,939,2213,279346,967,4658427,1710,32515,2977,5095,7351,7571,2230,682,272,24312,27856,124857,14241,6336,581611,470679,44151,119,2295,29378,53325,250056,198997,26263,1481,32157,17922,4112,40388,29434,2208,20100,51527,980,40954,1846,766324,92491,98454,1021,2496,309929,2385,188381,106087,1383124,9831,5444,3428690,6044,609,39177,55607,4207,2904,453,44101,20435,11711,395,30753,24204,3670,8900581,17514,23874,294,10513,274251,23349,102035,24789,12946,665,10867,692823,34490,197918,2409,120726,722728,418446,66861,2444,90393,811258,332,898,28675,6573,4205,1762,3009,12706,18000,4026,5479,33797,1423,19129,12497,229,7562,20007,40755,242815,22231,83714,2862,1343,589,14284,2286,652,103987,40416,10323,13332,12152,2165,7864,4257253,233997,10805,769,180225,57541,33659,19942,270840,29823,72959,25767,736818,3925676,3985,11735,3178,6066,22216
"WANDRO_70",5006,24155,197197,2480,21984,22394,1380,240248,11752,19120,24688,39511,811,51974,1178,7934,4109,13499,165244,6404,35960,4106,10375,175907,35394,5155,1370,3021,4935,35181,2298,4262,3967,384,3419,7536,3569,3167,2209,1501,2910,40685,2153,3387,19085,3046,12289,950,6376,3003,16996,68924,397875,14214,9603,3241,2935,2626,1858402,32612,594,1815,446981,25001,1914,40240,38735,93833,233858,676,128423,15886,587,616249,2185,183571,10400,125470,3081,3875,424755,5547,7327082,811,110427,5408,2085,72941,4099,53013,1750,2601,16004,111989,30488,6265,551139,204043,271110,48921,1082,34384,22557,61648,385735,100369,50782,2644,30232,6739,34875,568580,441559,43542,48352,322329,92947,45285,2957,1005776,98305,40329,815,1665,131034,2942,138200,117169,1799914,11392,13926,3630002,7283,626,97305,15263,5956,3366,541,1134142,33679,9325,6742,41877,12378,3714,1878423,114732,3352,466,7973,562122,116052,325887,872,53824,1060,6120,238113,472797,71229,4316,95918,257326,475989,1059689,38938,970542,207120,11453,1099,28346,5689,12015,1114,2875,25887,11368,3914,10692,27898,26080,22892,11097,2021,4124,8489,75428,282918,11101,35131,1192,1804,562,21952,2099,1576,172733,37970,18889,8642,15473,4508,19341,684571,200631,4138,783,88222,30438,11086,50754,566851,112572,3046,5337,576827,3865760,2679,18601,2732,3416,99035
"WANDRO_71",1924,97543,85172,1271,8264,6965,3495,370133,1049941,27702,4983,20130,264,25792,777,3031,1262,3671,10305,2163,4047,980,1775,34042,104618,690,7598,2687,1421,39189,582,1493,15384,63,2538,972,2502,635,753,1261,1040,6753,2585,1089,11221,908,3441,134,1111,207,3038,907650,670008,544,7800,824,1019,997,385275,12540,708,46069,10420,1678,720,9628,14722,129347,55186,411,45634,6121,114,131434,2005,55790,7495,35309,18201,1772,17991,2850,2721482,374,7598,4722,422,42203,944,32817,265,290,7606,11021,5745,15104,203295,15371,1919,1839,147,1816,34228,23255,153374,42606,39543,965,142993,14588,3764,213549,237569,9937,16180,120752,50574,3063842,652,3315137,35318,13731,272,482,19037,136,75211,6282683,7506631,12630,12311,1190977,5120,214,43169,2706,18185,570,180,234982,9322,3746,680,127815,134751,831,230305,54594,3204,386,4837,160597,22226,160081,11901,3064,1266,78334,13192,133113,22639,2189,69885,45276,17816,362383,14496,97173,67310,95,396,12021,3765,4574,63779,1163,38895,887,1641,3004,9863,25159,2709,3556,157,1511,1310,31633,2779887,2578,155352,1091,2078,213,903667,4227,621,349,12791,5924,555,56826,7615,41313,88303,9348,3992,248,19796,13327,471,7522,1038494,4781,9612,4237,220727,1626375,539,1080,883,2574,149917
"WANDRO_72",10475,706040,103021,6088,840,6775,507,24282,14353,13866,2023,7637,356,11040,3627,2964,8149,632,60108,1426,8667,1147,1853,4887,6815,218,2623,1486,1742,1550,697,1356,3569,1074,2645,13065,10574,1046,3486,2001,2021,16287,1927,493,227181,6050,1923,445,1322,1820,3446,90429,671687,782,865,1374,2667,8242,301461,44702,294,1801,101460,3557,1258,9603,5836,189886,116090,662,103957,13164,2486,14643,685,1458,6213,933,8405,2520,8100,878,5780330,332,1301,168,590,29170,6597,3397,295,970,1694,50447,3013,5225,71123,1448,169,317,528,36234,2394,11917,2064,95860,7684,5514,63278,629,490,356193,39787,16078,8934,13095,81239,347769,1055,7972503,28992,16121,220,331,17937,1156,2767584,1143593,11381932,26344,16881,10119,9672,365,3977,402,32735,13304,1656,66321,43085,4132,782,167759,68429,571,537076,138786,2851,355,21120,206544,164367,191083,11853,3600,212,32012,1116,79329,7320,4808,52053,36957,69610,287807,352,9732,34279,6885,386,852,3882,4796,1467,461,13587,2581,328,7366,1685,13549,24417,3063,653,831,847,871,2425751,5431,86038,1664,11510,2899,67767,1261,490,1098,6413,6831,978,29582,3078,9586,2083,34982,11497,1153,3462,3697,656,8948,307159,69851,24040,35816,41940,540412,587,15701,798,20244,166625
"WANDRO_73",2970,671109,71403,5429,1285,13388,282,11382,4470,5035,2706,9941,359,9882,4879,7422,40244,1195,1741,7497,15942,761,5477,1757,2010,418,11547,1461,2455,1940,1786,1102,4445,359,3554,2919,7726,1409,4754,725,1791,2046,991,1091,177577,3247,679,441,638,138,7541,932045,374991,3631,844,988,612,15682,246412,9564,478,2484,29689,2261,617,12926,15848,96241,70734,416,58997,14098,2037,13050,160,996,5403,665,68552,834,59421,979,4127597,411,2061,182,693,64290,1602,3198,321,939,1194,36915,12180,899,63572,1575,205,607,531,5629,26761,38857,3369,13267,10588,9016,63949,4199,432,1469039,29177,16507,4461,5628,18561,1474484,847,6201023,50394,32055,197,408,9624,201,3548444,3426404,8003122,14782,8527,8937,9225,463,5885,460,54420,2628,771,50283,34191,3347,381,142545,34608,315,38976,130655,2314,374,4277,34182,354013,610106,7655,2839,190,35215,1320,173062,4249,3534,42518,17865,751888,836819,1826,9268,62683,2349,315,1195,3720,2603,845,330,18154,4169,2144,2041,3038,23265,17849,7636,146,1791,532,2334,2203919,2016,84734,962,35840,2787,95885,382,307,3743,66604,5443,829,26393,11989,6405,37110,273007,10559,238,6788,6881,393,9088,24548,686,1484,22225,390524,702934,544,12013,386,2899,194858
"WANDRO_74",475,84820,70524,2731,1068,4340,1618,17611,127560,14905,2271,1696,418,58115,657,1906,1648,1565,3183,1377,3904,1162,950,4044,28643,1836,507,498,1442,2364,787,1379,4180,178,208,1498,2637,283,956,627,511,87808,283,1295,7735,223,2007,156,407,2880,1212,1013345,310273,3499,320,453,1139,901,45490,980,511,42980,28945,3513,312,10755,12361,364625,119562,429,154523,4876,171,10210,18934,21543,1510,34117,3677,711,48703,5827,3142890,137,10132,552,2603,16586,5490,38571,122,626,2586,20171,4362,16535,2112,122597,7404,570,193,7491,32648,8187,3019,23751,3076,1097,49430,9569,958,28860,28808,586,16906,3548,5684,293685,1240,618475,13514,8002,118,512,3324,341,2016718,2903852,10811803,23208,41199,4064259,3004,404,4516,8978,12982,278,163,23355,11555,5950,429,339033,134863,1683,4981747,3787,10852,194,1077,197240,31010,76252,991,3969,706,97933,101198,77133,10485,2412,21362,14168,18495,101710,620,6376,12889,1940,604,481,4484,3380,9197,134,51288,680,1102,18331,39795,4448,32554,1650,115,1113,1286,8675,3344887,1692,163447,23941,867,244,7699,816,138,1455,12999,6181,1134,19279,2503,34039,1640051,15630,2718,361,311,6340,604,9861,61427,116035,42216,1932,112721,386866,1580,564,366,4976,38285
"WANDRO_75",2179,286152,37731,4836,372,2823,4712,1345618,732826,31991,5748,1940,8130,6175,505,824,1537,1405,14216,60764,15732,609,1969,101635,230182,821,252897,394,103492,2754,131,464,12160,136,301,11611,2420,194,783033,429,149,3898,1535,154,2358,5617,202,1165,759,591,256,244572,1603906,6102,2136,3996,988,483,396332,18715,307,2100,361521,2681,810,1080,12898,64359,20784,366,41612,1787,930,2150,1311,4487,1065,11667,40934,596,10573,557,1116806,508,327,177,729,3395,13508,49958,1167,1668,4112,9786,8095,437996,65789,51,175,5261,236,1099,13842,5956,4446,8195,3986,6716,218195,12625,236,720652,120936,63766,17499,44989,121066,1904379,302,2761156,990,7652,683,685,22884,1365,1655284,4562908,3945368,134604,5302,145983,4878,410,6009,637,27325,1504,139,57058,9886,1328,1551,23821,58721,211,15539,243855,2140,1390,3124,27065,128086,586818,954,2638,1241,16461,51,288676,32929,6591,16452,10546,11763,657310,233,3561,9045,6233,143,155,10520,2668,104283,3591,12712,209,803,6635,1590,32669,1329,65,1779,2383,736,1963,1532308,2743,99464,4749,8061,194,3253536,3507,2034,18130,40305,3602,2518,19820,892,1711609,61,2629,16959,84,1188,4145,195,2938,5081614,3488,5832,1715,7481,275291,391,616,183,770,66562
"WANDRO_76",95,8891,9837,2045,4136,11667,1411,24602,18754,13807,7352,23553,2904,11754,1734,5647,5250,6038,12734,2705,6590,1826,2173,31707,38909,5495,13401,3489,1511,4302,1049,2467,1884,157,3558,8653,15492,545,2069,722,2334,2756,1453,2105,15731,201,5501,241,548,267,6645,19938,100280,98180,2337,4457,3772,1628,42590,3885,2639,314,239715,3823,364,12571,12175,53726,83659,373,66884,8737,223,18273,424,92692,1946,41484,819,1893,341636,1073,5943477,473,39883,6135,2531,7005,618,38763,395,616,982023,17153,8428,69019,7761,269439,2275641,208527,227,21970,6641,23039,18807,59788,12515,1553,3039,2122,1034,14655,65687,941,4459,10077,10148,37261,1208,518363,48949,26924,532,1084,22842,236,95481,97562,1834630,23617,13801,12777153,6257,223,15311,30707,1237,1915,362,15457,11469,5232,590,46356,20104,2856,6025195,38094,1681,1217,3949,248606,32314,20581,73942,7370,263,11104,314436,33684,21000,2401,56590,13723,288962,34772,2098,14898,47317,2571,391,14238,9384,2867,1904,1385,7434,11811,35932,5563,92124,3776,7202,4037,227,10671,4799,4784,278712,6460,24837,2469,504,557,16365,989,340,2394,10276,8017,1204,29507,3947,12871,2093329,105174,9901,1338,3375,25086,1570,5329,59821,289,162537,2341,308495,1679370,1168,428,868,1559,19770
