"sample_id","(+)-12-methyl myristic acid","(+/-)-Tryptophan","(12 or 13)-methylmyristate (a15:0 or i15:0)","11Z-Eicosenoic acid","13.36_acetic acid","16.89_propanoic acid","2-(1H-indol-3-yl)acetic acid","2-Aminobenzoic acid","2-Aminobutyric Acid","2-Methylbutanoic Acid","2-Methylsuccinic Acid","2-Oxobutanoic Acid","21.49_3-methyl-1H-indole**","26.93_hexanoic acid","3-methyladipate/pimelate","3-methyladipic acid","3-Phenylpropionate","30.08_Heptanoic acid","31.35_4-methylphenol","39.01_1H-indole","5-Aminopentanoate","5-Oxo-L-Proline","7Z, 10Z, 13Z, 16Z, 19Z-docosapentaenoic acid","AA","acetoacetate","Ala","Anteisomargaric Acid","Asp","azelaic acid","behenate (22:0)*","beta-Ala","caprate","Caprylic Acid","Cinnamic acid","citrate","Cys","Decanedioic acid","DHA","Dl-Proline","dodecanedioate","dodecanoate","Eicosatrienoic Acid","ethylmalonate","FA 18:1","FFA C11:0","FFA C14:0","FFA C18:0","FFA C9:0","Glu","Glutarate","Glutarate semialdehyde","isoheptadecanoic acid NIST","Isomyristic Acid","Isopalmitic Acid/Anteisopalmitic Acid","Isotridecanoic Acid","Isovaleric Acid","L-tyrosine","malonate","Margaric Acid","N-Acetyaspartic acid","niacin","Octanedioic acid","Palmitic Acid","Pentadecylic Acid","Phenylacetic Acid","putrescine","sarcosine","stearidonate (18:4n3)","succinate","Tridecanoic acid","undecanedioate (C11-DC)","Valeric Acid"
"Inf_54_UT",158077.268,89148.36,21760.703,1969.373,891360.92,5891.247,5294.236,2102.181,49190.961,30084.059,121653.842,19051.315,516.028,66223.285,2204.506,1166.773,0,1397,0,4172.859,291466,45250.271,661.632,11407.213,1226.15,27078.252,2123.13,413612.357,4207.581,3545.879,51321.636,49997.056,10701.463,13583.487,706013.572,25779.813,635.973,4014.551,515108.151,11094.092,63058.313,4964.584,1971.109,81177.652,58546.748,108344.383,205898.626,8998.583,202669.176,60017.435,1523.111,2486.254,11226.429,5498.211,3329.885,82360.698,84342,32755.496,3646.507,215657.78,90476.898,8958.31,1612710.727,14992.097,30087.901,158003.428,500458.446,883.377,5929322.659,6312.915,1223.917,363647.632
"Gran_12_UT",78690.152,99312.449,14674.767,4948.58,775681.714,9444.499,15461.395,5494.689,5408859.985,222921.54,27159.286,17445.456,3031.637,120724.798,10032.489,51630.328,336303.026,2157.843,62775.635,100301.723,237597.838,48896.943,143.899,1092.109,1094.438,76751.087,3249.594,711904.453,44494.552,1894.607,410140.274,10516.055,7309.812,332844.91,20540.942,4642.08,4252.983,2003.189,941372.037,17093.036,3796.684,719.645,2410.155,99772.985,2914.879,72961.074,446917.28,5505.896,698510.585,156141.277,3280.34,3941.184,10470.051,9021.259,2513.952,371731.593,415343.207,51491.571,5741.807,340988.828,212505.561,12522.439,1039589.728,27867.159,70694.069,21714.476,29917.107,2151.223,1731730.965,8914.396,3160.948,187078.695
"Gran_58_UT",360230.282,226850.079,63563.836,13749.933,665044.103,18693.767,5583.09,3970.607,132587.73,179642.985,111849.364,57807.724,572.149,71908.41,7868.737,1264.717,417710.763,1244.385,89859.197,143888.058,226106.128,23909.719,5276.654,29629.163,996.219,61816.857,10606.634,1129495.447,27939.259,2939.946,150036.088,447324.895,169991.872,44207.159,15583.759,16842.217,2284.951,8776.869,811031.224,15911.417,34770.537,11803.762,650.627,125268.133,10198.891,210811.833,471789.235,5337.882,670582.937,231225.592,2296.658,18815.089,104637.091,15610.818,18321.48,333292.277,562255.141,133670.665,10977.51,154051.1,159028.428,14889.733,2204074.508,80801.56,98712.39,84840.906,32482.633,3363.673,5433945.699,26236.188,1003.437,470829.013
"Inf_30_UT",99360.433,86302.472,29714.362,11668.053,545235.588,5493.48,8316.515,2503.947,1289639.282,104460.739,5696.974,3615.005,456.887,1719.493,3184.107,1312.492,5626.806,218,3138.918,113116.228,282096,219481.71,3816.485,47495.008,1266.547,26603.346,608.555,653398.312,10589.665,1578.675,66357.507,122733.583,107158.809,9843.834,986321.191,53413.755,2044.505,8731.925,410275.443,14475.304,217006.303,20073.675,856.555,116312.091,924.523,262052.684,47584.005,9790.683,373771.581,9941.505,1740.98,876.75,10379.019,1833.85,9217.236,220493.754,133026,38004.607,1498.521,61537.983,37836.25,3478.514,1886075.357,6452.528,49534.689,280685.256,27267.476,7350.776,2655472.76,7997.312,2956.437,7151.065
"Inf_32_UT",6700.721,50156.338,1684.584,8574.114,445022.932,12609.084,2597.271,1646.059,974134.333,21453.429,13227.093,32185.978,516.028,1063.725,1830.902,1570.303,3884.728,1291,2327.164,45288.74,362194,26113.854,2538.176,41908.987,745.354,39288.286,3795.52,511178.486,2495.462,1842.991,32309.312,11935.013,10217.74,287519.168,39392.679,65967.518,215.548,8734.378,845456.675,8378.036,19239.247,9786.784,1440.664,128340.194,317.738,86977.193,270673.844,1246.066,363350.668,4786.003,452.497,5049.152,1432.455,2830.894,338.278,30332.112,27196,15249.048,7829.483,34564.461,30977.673,2229.48,1645031.919,8251.926,8472.15,1236424.833,47983.576,4161.195,464325.787,14593.002,786.46,15839.739
"Moth_35_UT",241567.877,51054.113,67153.785,49316.883,2098157.508,16096.505,27106.928,5673.485,84846.118,320250.249,158180.964,23808.082,653.36,107583.661,14179.54,2723.463,483862.404,1639.461,206974.081,283571.233,79054.258,86658.655,315.445,3970.226,7056.534,20091.755,5190.53,522959.225,74511.571,13423.765,760784.063,80166.535,106564.136,7561.599,39508.44,3931.062,3051.11,995.223,284694.016,4327.618,64024.773,5717.271,3569.831,275234.099,3114.419,99118.897,901549.828,0,523295.984,154464.544,2055.787,8187.872,16146.353,7837.554,7512.079,733712.322,73647.691,284026.746,16321.638,472827.888,285595.364,16343.026,2449937.633,58310.7,168987.762,90771.651,27070.916,1517.095,559039.471,9340.338,3263.793,602822.353
"Moth_23_UT",199086.613,26056.119,117169.835,45551.269,1001158.848,20599.445,975648.078,8724.098,228271.773,487125.913,64372.347,19959.285,110805.474,55142.04,13649.684,9553.911,1809709.338,1225.166,434017.166,477683.503,327908.801,67811.521,1214.436,18335.364,1461.945,25015.402,7096.03,547464.299,72780.891,26428.941,610026.656,53687.38,22529.41,9586.57,29331.528,4623.541,3948.323,1018.887,417807.733,9363.392,113212.615,9010.143,3827.429,138044.642,19612.116,352348.688,717436.279,0,494806.018,243169.607,3271.997,11599.301,21966.521,11293.342,13328.045,1118609.586,46840.092,79241.08,12425.248,82863.516,206681.933,20495.967,1867281.86,76022.989,278069.267,115527.088,76538.006,1328.415,521445.64,23534.245,247.199,868663.343
"Gran_50_UT",256809.814,24387.187,61111.081,25086.897,1094887.756,23440.672,13669.013,14518.251,184595.682,929570.121,96364.438,24764.497,11347.631,1014558.347,15451.924,64895.309,499255.358,1193.104,503102.919,148945.086,137847.499,46063.331,1508.825,1193.997,3196.118,26423.302,12827.608,305002.825,95938.686,4332.973,336656.108,62617.922,453623.413,7035.4,27861.816,7449.982,7853.541,447.821,191799.115,4741.271,54026.95,1820.92,4275.166,259378.606,6759.36,113461.69,837118.338,6030.136,454679.898,233511.736,4113.01,9513.692,46698.726,74497.442,11231.639,1343517.966,155738.827,81588.423,10302.703,74091.586,91308.176,29328.741,1968906.268,113587.786,284124.142,67464.488,6981.308,1520.071,405392.329,43424.786,4979.526,880117.051
"Moth_51_UT",336070.317,46071.614,81304.635,54860.635,1551945.227,18536.532,10516.363,13727.378,147571.658,530663.107,284398.865,29727.106,50412.411,134725.326,27402.362,79034.204,97150.752,3685.039,661706.11,122818.119,666288.006,30191.917,635.454,10393.479,8276.242,37006.181,8731.132,967916.945,101532.261,7062.408,395586.09,151728.616,79884.693,14326.11,59014.044,15869.63,6728.613,2050.958,337104.052,5472.737,48494.886,3060.367,6964.277,256199.114,9203.775,155355.996,717273.96,14414.865,791554.294,613017.085,9648.271,21214.268,40692.831,30219.834,12876.493,1019693.754,271501.493,136273.991,11532.152,407307.211,189843.192,33235.497,2480430.932,102225.638,192671.04,42291.181,21418.638,2521.2,680036.911,27745.45,4866.406,250540.687
"Inf_23_UT",227833.808,83709.334,38119.427,873.892,3512383.222,31396.093,6843.416,4100.376,315225.706,398738.242,28419.366,37393.592,713.162,8529.669,8606.611,1562.151,25893.321,4493,115115.084,89652.881,1678648,29647.924,1830.437,4125.189,3079.633,42637.342,817.462,1155695.241,13036.983,1775.106,856715.525,33267.706,6390.789,8311.302,23627.326,16791.917,1451.214,878.221,624967.474,2101.438,65866.699,18820.467,1907.125,67110.676,1570.626,157120.278,200578.738,1776.082,507889.692,56996.941,1642.397,1625.762,16753.194,3974.825,3843.362,419236.475,242525,453318.761,4927.484,228633.082,112812.304,3250.316,2296262.681,20139.413,158971.817,440964.911,4493.642,2701.267,672309.535,9928.754,1309.485,191091.519
"Inf_08_UT",3220.646,63331.489,825.427,488.881,275796.975,2963.541,92634.698,2175.444,492382.169,150956.206,14619.095,2408.549,568.21,3025.186,1897.069,235.393,685.356,86,0,5463.537,1952476,510510.598,530.227,11118.09,661.392,27303.887,577.9,1126716.705,6604.749,4549.703,65250.763,186480.086,33069.747,6936.175,50056.996,32222.987,2247.248,5875.252,572982.824,8616.058,210431.073,5887.133,223.943,133906.513,2473.896,293262.639,111150.106,10579.273,592207.877,61301.938,2699.209,170.705,2699.048,423.966,2109.001,370127.452,103046,19949.443,2776.33,46790,47662.912,2638.42,2369480.944,4892.113,85232.342,50042.982,479586.362,2213.956,468855.235,23091.55,2728.575,860.457
"Gran_29_UT",193272.273,108236.808,77112.048,162272.139,379030.775,7283.887,19610.776,9679.167,2724868.561,310306.551,176077.18,12377.639,219037.894,13876.468,2898.744,1929.081,70611.927,1241.981,409794.695,139636.832,103299.912,24035.491,1321.544,4383.295,2185.868,59153.118,7283.711,817569.795,49456.442,18639.419,222177.773,14748.283,23708.933,216153.906,61609.148,2802.706,4486.76,812.132,961860.719,7655.865,25464.681,1473.983,4253.892,213083.322,4383.142,219031.055,716082.013,7016.185,719103.431,309802.698,3667.312,23394.175,21672.07,15642.841,8464.798,587738.149,269771.134,92220.503,13909.94,29018.958,107341.295,16915.029,2443577.369,124430.816,160324.714,14702.924,212562.007,2106.671,862160.581,21361.682,2435.704,219113.525
"Gran_18_UT",208588.707,52023.137,62913.978,18250.817,1554072.574,19652.809,25602.794,5412.738,127675.606,154711.522,73432.344,59280.546,342.723,1120611.049,13746.662,75802.524,1124666.181,1898.228,83903.783,90356.836,2104956.938,10212.831,924.764,33145.351,1563.482,30689.401,6360.565,638709.123,36231.586,8084.567,213758.967,20290.676,327144.701,5266.443,22344.715,9604.231,3467.531,891.466,388662.565,5808.476,5823.463,6620.535,2874.635,241365.514,6579.807,81118.873,757143.748,11529.606,476615.305,74286.427,6433.788,12682.891,22017.094,17990.868,8471.768,384363.503,150244.991,233601.479,10228.276,147701.722,231959.724,16795.429,1741462.788,71798.87,122882.396,191659.751,30497.942,2941.49,3143473.94,15142.336,1610.844,552031.449
"Moth_05_UT",260867.431,115151.099,19870.29,4619.997,3075153.879,61360.417,24583.209,5688.734,207793.807,644839.19,159449.318,383603.159,3810.104,670388.572,11053.762,6172.997,962983.404,9572.38,230551.67,292225.896,273305.698,54311.16,0,5622.138,2891.024,37068.838,8863.861,783634.466,44295.121,21889.976,540054.061,2815.566,35466.18,23826.687,54246.466,5923.374,2826.076,1428.267,391408.345,12739.927,12642.838,1862.045,2741.316,206092.956,1683.103,56536.126,356897.982,0,414236.073,211319.818,3636.86,10804.829,36651.154,16525.972,4528.931,1053199.839,576835.127,104270.977,9933.718,245806.875,216860.712,10803.957,1399746.353,45558.191,284655.109,177360.864,49531.082,1175.831,1570907.778,11534.615,2687.248,968249.386
"Moth_20_UT",474565.53,36847.302,93398.267,73553.914,1374200.852,18835.474,33543.516,9618.467,66969.51,304728.157,82022.029,22945.102,140761.977,62834.658,30567.847,24732.788,573295.616,1668.08,263896.94,200410.71,221580.602,59723.61,0,7406.853,2581.837,21542.978,22852.593,486647.042,148127.34,6101.866,607863.284,10895.055,14606.535,5487.017,27700.469,3666.122,5895.695,1331.584,225273.096,6808.837,13270.979,3577.669,4532.626,210675.142,2533.595,105858.155,671600.587,112.647,458379.932,350972.363,4583.346,15211.75,35473.126,38373.23,7585.289,668404.609,94478.076,130717.912,15128.628,96831.102,203545.907,26829.283,2264780.348,114595.721,149891.869,23513.469,116249.593,1716.166,418649.332,16686.556,2722.997,570116.534
"Inf_09_UT",37749.564,58717.742,3871.171,1256.133,1696305.066,30874.099,6473.502,1045.773,1366373.206,14834.323,5734.845,49475.606,330.49,1700.79,2634.595,1368.538,0,12043,0,5265.567,4536,181621.156,1618.346,20101.65,1626.154,39579.461,2228.719,790258.638,4762.24,3067.799,43064.701,51277.531,4155.005,166158.587,97981.898,70557.58,1066.002,4126.169,1172204.662,7166.734,181305.276,6986.189,1584.111,158265.963,4038.146,248181.917,35092.418,3967.52,477151.19,2984.419,996.677,1057.906,5097.531,2105.366,1930.496,40617.332,77242,53715.625,2269.431,121809.124,85981.653,3143.284,1537579.269,15786.904,4052.953,173848.348,149301.381,1744.694,395153.419,56734.571,640.321,0
"Inf_17_UT",302848.185,98230.626,42922.179,105631.538,2623847.638,34962.853,46197.323,4405.245,1246656.094,289631.867,28147.107,82886.584,352.522,4590.381,21917.567,1305.359,0,2742,537.43,152503.463,645658,37377.361,3813.027,62316.361,762.779,57188.599,5553.063,1234438.766,12187.443,6007.052,298443.724,16223.115,29522.791,173681.137,308060.458,11131.892,1330.635,17871.071,2097496.787,6001.08,27026.464,29221.5,1615.071,149825.956,5937.138,147106.233,524425.666,6334.46,611504.52,23925.641,2048.56,10896.088,12379.43,6603.195,5514.915,878124.445,190258,471863.129,11647.069,362841.977,352449.894,3539.098,2377621.861,51092.514,210014.753,290701.14,97485.286,2358.345,948593.619,147305.102,1704.639,3507.602
"Inf_11_UT",50360.314,41927.28,14628.502,71423.716,2436088.887,4730.198,5337.524,822.438,294747.037,12367.221,2702.122,4064.426,913.775,1332.578,1671.132,651.151,0,7376,0,2962.918,384,45509.184,22211.918,139856.633,1218.229,42785.616,15769.064,30499.973,7278.765,52200.255,18764.486,144995.571,9087.311,169796.187,695534.153,16646.475,914.478,91185.39,457423.345,3493.701,336832.145,79876.963,1112.49,128979.683,4172.043,434322.491,573956.819,2194.948,193015.224,1855.15,583.613,16798.764,10294.579,16834.029,3033.479,40220.318,11391,31832.565,15843.774,18188.805,31834.585,5820.074,2856754.397,44947.095,5580.199,107922.792,28595.164,15709.262,980095.947,33619.541,1047.973,0
"Inf_22_UT",3071.81,30846.749,1647.877,4188.035,1394084.965,5998.751,4444.22,1702.778,171168.862,14992.878,8280.367,12528.162,1080.759,0,3677.942,818.269,3279.695,428,0,3160.888,608057,16146.558,740.013,6825.514,644.759,19950.361,3560.5,657577.666,5869.551,4052.846,45674.531,5308.786,12943.515,16845.738,20890.466,9062.143,754.418,4615.569,163242.334,3498.592,11739.569,3920.833,2219.82,122471.521,2299.618,81899.128,434004.392,9089.844,149155.805,12597.966,1591.133,7757.206,1482.717,3697.744,1143.753,31475.559,50283,105914.213,11698.815,99650.054,35689.056,3595.643,1648098.987,9901.013,10086.999,86573.144,361498.338,1878.052,306777.393,36274.763,1050.857,3234.8
"Moth_17_UT",187058.683,159523.787,41400.699,3851.721,1298717.807,23567.867,19781.258,8819.406,162861.175,752726.805,12082.266,42435.517,83459.88,29362.826,17348.749,1289.866,293140.47,2224.106,890856.342,331836.987,63560.875,42947.711,224.177,4332.806,3711.467,54533.031,5170.762,1581521.649,104122.569,7963.82,477516.967,13813.119,3632.084,27320.981,37841.25,9077.788,3071.567,951.615,607785.996,17198.94,4072.114,1279.176,2459.968,116752.035,536.476,55221.852,546270.291,3124.768,806611.183,200021.837,2432.42,9147.891,9087.731,7051.336,3958.903,1296782.663,1118061.062,147742.307,7847.612,107936.268,204256.221,13971.16,1745745.137,54229.323,303431.621,9500.634,13230.943,1404.981,657637.706,5181.267,2092.448,411051.806
"Gran_09_UT",511755.405,20875.768,83447.652,70244.308,348803.89,11163.327,34826.816,11147.283,735149.801,437027.438,232945.362,12122.61,7024.41,58280.224,30953.115,126581.302,180668.822,967.944,273231.311,43825.573,219022.887,23298.695,1349.054,10107.05,2072.616,33969.876,15454.405,683826.857,219048.37,974.662,136670.592,35957.067,22336.921,12475.386,26825.878,2801.667,13160.966,1127.381,397746.814,4636.72,21598.49,5187.193,4886.791,247342.427,16254.045,195531.057,358771.741,9449.172,534429.244,16870.013,6321.577,18406.749,78915.011,40765.597,21628.944,676623.074,140246.631,122957.512,11284.15,58040.454,109203.863,37747.212,2256275.536,184904.897,188985.261,16124.756,9048.096,2872.541,778881.608,63902.44,6906.222,274131.587
"Moth_11_UT",202902.578,73346.693,64347.521,10174.399,1076737.393,28924.2,21509.414,9854.068,911519.62,662037.816,72201.526,19516.258,2640.003,19644.893,11869.021,2494.421,175068.696,1463.658,802820.041,374349.759,105298.482,65093.889,0,4793.794,2010.936,37664.082,9367.946,743970.82,39925.583,6397.516,515509.945,131680.966,10381.983,17852.651,27900.05,16680.71,2851.404,443.861,424785.656,6985.303,34677.385,708.776,5535.614,120534.264,44666.24,170154.551,532881.336,745.692,718709.992,493942.594,2288.24,14503.007,21918.815,16594.312,12174.017,1228905.632,295786.826,70972.495,10428.036,56373.335,218719.401,10324.144,1921911.738,67618.772,261412.355,23407.259,9570.147,667.762,751615.388,20058.965,2301.617,539499.946
"Inf_07_UT",81599.337,92675.698,14960.856,9470.165,685028.704,12601.917,9165.219,2615.023,357871.924,314429.732,35501.178,38614.229,1052.928,3061.423,5112.647,1851.551,24383.868,6099,98483.304,29857.013,111450,25637.258,3558.287,2552.305,5882.828,60205.65,801.567,470198.529,8132.317,7825.489,46335.768,1119054.055,135428.934,155939.404,2193050.133,15874.515,1224.996,626.775,1047746.397,131956.926,157820.986,8518.28,1169.25,156198.549,2127.466,219478.879,174221.569,13313.597,421135.499,85041.736,3420.838,1074.164,6603.368,1763.745,2804.288,553359.921,167077,38240.635,3627.499,166274.518,106607.6,7688.072,2178691.047,7476.584,105487.609,199021.668,62121.091,3329.959,677909.256,16558.132,1777.708,12205.98
