"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-Aminocyclopropane-1-carboxylate","1-Methyl-xanthine","1-methylnicotinamide","1-methylurate","1,5-Anhydro-D-glucitol","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","1,6-ANHYDRO-B-GLUCOSE","1,7-dimethylurate","1,7-Dimethylxanthine","12-Hydroxydodecanoic acid","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-AMINO-2-METHYLPROPANOIC ACID","2-Aminobenzoic acid","2-METHOXYCINNAMALDEHYDE","2-METHYLHIPPURIC ACID","2,6-DIMETHOXYBENZOIC ACID","3-aminosalicylic acid","3-Carboxypropyl trimethylammonium","3-HYDROXYINDOLE","3-HYDROXYPROPIONIC ACID","3-Methyl-L-histidine","3-METHYLCATECHOL","3-methylxanthine","4-acetamidobutanoate","4-acetamidophenol","4-aminophenol","4-HYDROXY-PHENYLGLYCINE","4-Hydroxybenzenesulfonic acid","4-methylcatechol","4-pyridoxate","4-QUINOLINECARBOXYLIC ACID","5-Aminopentanoate","5-HIAA","5-Hydroxy-L-tryptophan","5-Hydroxyindole","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5-Oxo-L-Proline","5,6-DIHYDRO THYMINE","5'-Deoxy-5'-methylthioadenosine","7-methylxanthine","ACETYL-CARNITINE","adenosine","Ala","ALLO-ISOLEUCINE","allo-threonine","alpha-glycerophosphocholine","Alpha-Lactose","Alpha-n-phenylacetyl-l-glutamine","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","Arg","Asp-Phe","azelaic acid","betaine","biotin","BUPROPION","butyrylglycine","C10 carnitine","C3 carnitine","C8 carnitine","carnitine","catechol","choline","choline phosphate","Cinnamaldehyde","citrulline","creatine","creatinine","cystine","diltiazem","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","doxylamine","elaidic acid","Galactitol","Gln","Glu","guanosine","hippurate","His","homocitrulline","homocystine","hypoxanthine","indole-3-lactate","INDOLEPYRUVIC ACID","inosine","isovalerylglycine","kynurenine","L-(-)-Phenylalanine.1","L-malic acid","L-serine","L-tyrosine","lisinopril","metformin","N-6-Trimethyllysine","N-Acetyl-DL-tryptophan","N-Acetyl-L-tyrosine","N-acetylneuraminate","nifedipine","Octanedioic acid","Octyl gallate","omeprazole","PANTOTHENIC ACID","PHENYLACETIC ACID","propionylglycine","propyl 4-hydroxybenzoate","putrescine","pyridoxamine","serotonin","taurine","theophylline","TMAO","trigonelline","TRYPTOPHAN ETHYL ESTER","uracil","uridine","VALPROIC ACID","xanthurenate"
"4048_4",18645828,22949,66396,12625,7991,1917,23647,32861,113812,15161,81223,40327,155722,37352,164519,49577,40241,506,256316,42523,98097,27714,46071,70801,23581,32603,41267,2231,4282,4042,81422,21327,4823,4770,5660986,5433,22263,16597,85067,460145,32592,9278,74162,346900,0,403591,29265128,230489,793780,9497,102379,16078,331718,176226,291986,16033,908,508,18914,1150331,182978,499570,2968396,22148,5652650,17785,11354,120018,445414,917794,31889,442578,250664,1495518,69067,3388480,282,21561,533,665136,94396,22613,368481,23053,7314,373,240077,40190,65691,110663,13710,240544,9547277,812,54038,4637898,279,459,412414,5966,661,24584,41326,104424,2712,509,68176,68872,34444,732567,4723,75480,35354,31342,34018,1438008,159265,4665,359848,38274,15053,2899
"4001_1",30260234,27914,76402,41469,6967,21280,29029,52755,108370,38476,3929366,38475,111329,27839,154003,62184,42199,5763,419156,39617,367483,25039,47461,21321,26772,74424,43462,3159188,13475,6868,87207,26357,4851,16635,7148354,8561,36980,34304,93758,730706,35291,10449,88184,89835,0,613904,32958786,344393,1220381,8394,924711,17915,262569,160686,378884,16263,1197,997,25795,2705639,200835,875885,4145438,33221,5245838,21271,7193,124937,386956,1037706,23530,538769,259986,2327153,132528,6828001,281,25351,7584,822507,91144,65316,1370256,51022,7779,11966,607292,37583,38247,258012,16274,524074,12946791,3435,58529,8983623,108,683,53339,11055,2393,25065,27779,162007,9058,165,51533,86645,36419,213589,9279,86874,42658,38266,678888,1317919,278749,21901,711416,45065,28992,9901
"4090_4",29006694,25798,75628,33645,7107,20300,16342,23429,63652,41746,1445110,33040,73129,102647,190945,47262,2323,569,110511,40827,728196,44730,33103,113594,72225,53639,55636,13658,7570,4408,86850,14264,16326,9719,6839890,11714,33264,37017,83443,1245181,53672,17714,82147,1495252,0,627583,32596818,195598,401491,4400,862283,23350,286366,12609,320687,30038,464,207,19894,3185981,471787,2042027,3126160,30302,6592196,10986,14595,108709,281969,2216282,23433,215542,416323,2869502,263569,5472641,367,336846,4267,742280,114032,9990,419333,63229,3576,952,791069,78383,45038,30307,18760,379566,15027840,319,35239,7312724,0,0,103771,12669,1279,4732,8268,48287,23053,0,96812,103644,53407,88256,14477,131165,41105,112954,275446,572001,258212,6446,1142751,55295,10251,4218
"4090_3",24765860,28965,85008,35842,6995,17842,17790,24859,61414,33806,1264842,11456,161550,99848,141716,76109,2783,2543,150859,77483,624961,14959,31733,69404,78594,50874,67008,6495,4239,4832,103527,29565,15657,9229,6583020,20027,36111,44135,102131,1359559,52345,19578,78945,1067900,0,639629,35080404,218253,412415,3715,1569999,20782,269380,18819,508631,31897,0,277,60870,1438681,458447,973390,2687307,34071,7319163,13273,16566,130601,234063,2163075,22628,390222,365116,2292199,310889,9542922,317,127059,4826,728653,166809,12265,751460,64947,3820,1291,920337,94315,46458,32773,23121,372921,16791750,480,45699,8986790,105,0,110310,15891,1853,8771,11699,73524,12395,297,123715,106706,55505,94642,16185,109103,48176,151293,319926,543512,440358,9008,1171652,44184,10540,6317
"4090_2",26559708,19874,71432,13618,4383,24152,18757,33184,77921,59661,1562425,13259,138902,100461,144316,50290,3762,5485,138361,56340,641327,30368,39793,54586,75579,50972,58633,70658,7397,945,66036,32300,6247,8987,7155454,14288,32936,42255,82286,862221,53596,21990,48323,1244739,4793,606143,31594912,210990,333046,5337,1283646,16706,353962,2159,316217,28938,392,226,51762,2000098,598993,1284465,2684557,37117,6337430,7874,16425,115005,318788,1992621,27453,225681,326380,2981658,183510,9052742,206,152761,11057,697086,73463,260742,1795702,55717,5454,343,603428,96046,49290,943686,20536,431470,14311902,21162,29718,8013804,0,0,132503,16053,561,2983,6161,50501,18769,0,130686,133993,50983,211358,15564,107576,53522,42584,331375,1650943,397104,8492,907253,51450,9469,11292
"4090_1",21639776,24568,63452,16989,8704,16790,17580,22058,69873,33555,976695,24959,117086,102504,232069,87101,4462,2375,70917,33716,674829,28949,29021,50145,87661,39952,54911,9638,7554,3394,35116,16432,6844,7285,7926433,11047,29014,28999,57597,772276,41704,13745,47739,1769472,8623,563308,33264772,188638,324014,4696,527327,22872,365152,691,328968,29163,831,59,53873,4338276,571603,2115268,3017705,44992,5831762,5835,9860,108941,290099,2143464,26424,129290,419015,2707796,180169,7058901,337,342232,3662,750862,53295,328682,469100,56692,3758,298,545755,89592,25026,1100010,18565,314311,12153119,20553,33175,7339600,0,0,95413,10351,602,2700,4061,24584,25409,234,126920,139503,49272,217007,15584,132015,61214,38093,181999,1411710,300634,6117,555796,52274,10765,6519
"4089_4",28798416,24395,79560,214256,10700,19889,13911,25533,60295,25060,1785086,26672,159743,95646,138688,70585,2509,4870,131251,58119,388568,24578,34673,69914,61241,284627,44271,24468,14207,4218,91969,14158,15380,12111,5216434,12325,36783,37040,111133,1417349,40757,14394,725256,1441441,0,603714,28502898,227046,554500,4485,486157,3542,225316,35062,461490,17779,92550,0,26824,11017,442381,822526,3422888,24575,7087931,14248,15980,110326,456886,1226669,26353,484025,386124,2352490,408687,4342169,711,197889,3094,634526,175825,2581,881584,70903,4478,1327,754556,70981,58727,7411,17059,441442,15534185,445,43544,7431520,116,0,62253,10560,2033,5224,4660,95395,33920,347,115829,77439,36818,197992,14945,132992,62686,120788,314641,1603481,390791,27975,1145883,69205,8588,7319
"4089_3",22144804,20751,64022,12416,8224,7522,9381,26258,64603,19242,333144,13105,169530,88793,125793,153906,3451,5204,151347,48580,329354,30332,41332,67830,67921,31728,37570,6404,24489,3819,7379,10938,18274,6824,5665801,8970,31421,40415,75344,833321,35882,14127,53048,1280117,250,433988,23833760,209459,553786,4899,869037,2377,317937,32093,317971,18993,73026,49,31529,1895112,362490,990246,3050908,29370,4758830,13995,17157,100835,280317,1228216,26505,291852,332122,2036242,219378,3882399,160,231125,831,653873,71437,90400,1641722,58901,6844,753,630692,49416,52449,332297,16744,291762,12395305,7714,34689,5685650,0,0,79510,10043,2063,3709,5156,60545,17108,542,116518,90342,42500,245650,18022,120984,91221,44817,94121,2202120,747348,24546,433716,38750,9496,10584
"4089_2",24404604,16640,58647,90022,13961,13878,11787,14690,59779,41191,993005,12558,161291,93178,162159,105389,3008,3551,144452,44114,372855,38661,34955,92567,72575,136044,45408,57243,28147,2007,107192,17457,27402,8853,6286000,5628,32458,41401,73780,846404,33329,16892,294538,1752364,0,452001,26607242,190506,471166,3897,1037205,3346,316927,21704,325196,19914,6511,437,32512,58187,422254,1314184,3599222,31207,4386746,14867,21286,103873,407714,1303602,39732,305801,345101,1978153,206066,3798122,536,172774,3874,646298,66479,179776,947507,54999,3122,300,486547,62149,56215,648753,15986,319258,12806108,13433,37861,6939636,0,0,97673,8993,5108,2461,6498,64489,29353,366,153333,83723,42913,223426,21877,118541,86421,40375,186334,1785044,572444,29146,410124,53258,9174,8588
"4089_1",22092594,21902,55789,58962,10373,17046,10560,17419,64838,42838,996942,30120,164823,45354,144979,104104,12989,4621,144949,38800,366228,25480,34823,54005,55039,76264,36867,3948,22543,7504,71840,22896,21241,6706,5357988,9468,32461,37834,113284,780917,34751,11851,141712,1657241,5,399559,24806096,176154,550195,4485,1004895,2677,354380,34648,305423,21145,58956,400,30848,3130466,342575,1630594,3477918,31105,4862369,15066,14268,98980,262785,1296880,44553,264731,325125,1901807,193886,3193680,22,132711,747,630747,72016,109556,1167802,54088,6468,668,577233,46936,50781,438283,15728,305292,12176214,10628,43854,5570674,0,472,65291,9146,2730,1778,4395,48743,26972,265,112003,82018,40968,202959,16349,122681,85076,40195,265272,1222219,698103,22700,423265,51081,10436,8541
"4088_4",32835030,28255,96309,26538,4373,5118,11404,24369,49137,16376,804577,21474,174959,67439,225090,124330,14249,2670,182473,81457,432741,15295,32163,31640,62303,44040,77841,6556,98759,4981,36183,14386,5464,10274,6827647,12024,47220,63265,84850,1316664,29895,17746,110733,875437,0,711437,41518888,349074,562115,3263,717816,19375,347846,31535,472971,21070,461,398,44944,27839,622730,971010,3452498,34750,5123460,12444,21289,111221,528609,1798561,34073,433678,451279,3874184,342206,11647236,303,260274,1289,840202,116102,22804,507002,73554,6358,437,511232,86595,57105,67734,24736,468896,19991354,432,43772,12067983,0,0,54677,13743,1987,5701,7337,98983,32393,343,78353,88346,50297,303637,14418,152662,28569,62220,127217,1904626,626823,16638,959838,26031,30108,5477
"4088_3",30257210,27442,90679,56267,3860,4474,14934,22831,65317,12257,286113,8365,165704,51676,236714,85232,14918,1083,97494,54346,457542,32911,32997,23703,51361,80314,62121,7555,5736,5160,65635,28489,6786,11176,6755424,11970,41214,56536,82559,1436255,46964,16553,196665,1509287,609,566558,38234548,299159,420437,4291,1305094,21992,268868,28260,367125,22606,0,497,26787,2409473,457892,1370693,3521361,28148,6619452,9137,14677,138575,383944,1991694,28451,298458,495031,2026260,358649,6760058,226,235366,930,868437,149458,6151,214188,69327,7288,426,828740,44539,52602,17416,17980,466506,16661422,595,49114,9694144,125,0,52981,11688,624,9208,3513,59970,17031,192,73262,74057,51026,297097,11869,148717,28018,89962,79763,1261631,315104,8926,879278,59467,11595,953
"4007_3",27002676,20002,70858,6048,6321,6915,11220,22123,60192,23231,989027,15539,94232,63491,173709,45865,14476,1126,254602,60380,456762,43858,39400,11697,72159,22972,42201,16272,6283,1056,45667,18998,4030,9897,4889202,9209,34942,31351,97340,1038071,48083,13677,32508,1160157,0,415527,25471246,217340,608333,4281,419898,9971,335679,24695,474901,24476,0,556,21742,9800,262152,906432,3316396,32821,3895602,14865,16656,76803,637583,1437034,25576,481970,434710,2244592,200172,3033735,280,175762,853,710524,114408,39793,140871,55236,5120,673,711554,36797,55146,155267,13934,322680,15464111,3684,42162,7875881,0,0,43093,9560,818,3834,5483,90624,9511,311,101389,109042,44390,541234,9564,150716,88830,38753,249463,1361351,280546,14905,699639,55781,9357,1201
"4088_2",21725054,20083,71467,46456,3115,4789,12965,27150,75219,16909,427839,13604,77409,76744,200348,99378,14882,1697,190755,55093,560391,19247,40318,37485,64730,69597,53480,6795,3654,2538,36261,11472,86682,7356,5338746,11084,29728,52923,74901,926060,40686,14907,191546,991615,0,494260,28952532,239401,550054,5780,745820,24451,406664,17983,298268,17025,0,0,45053,2688924,305642,1641682,4031003,36065,4595926,14336,18261,125636,292561,2136232,21308,250768,314109,2364574,194074,5013996,5245,198804,731,884082,75338,88637,411579,60683,7556,1195,553527,37563,51206,363949,14390,293341,12070625,7362,33911,6876134,118,0,59485,11458,421,4359,5323,54284,11909,131,77070,94882,45557,255129,16133,104805,35748,29253,75523,1144969,218827,10619,567656,38262,10371,4345
"4088_1",23553944,25912,76625,77656,6278,7616,15177,35181,78421,45969,705964,18393,96594,53818,169862,94854,2767,1960,202105,48351,513570,17552,43362,40929,64182,104721,66358,1462833,3712,3469,22719,15027,108792,13617,5743228,7677,36247,73571,109870,1021507,41010,18605,272539,837172,0,484944,33532478,273262,489784,5991,1365564,32267,400769,16214,316871,18372,1266,8,45006,36193,331408,1570742,3601700,33825,4752135,13518,18708,128277,381294,2040523,43889,294259,436252,2676114,212230,5093563,302476,136382,1465,768938,72800,75400,627536,61659,5208,7822,743849,54204,50361,357151,18769,384005,13947150,5402,37187,8045696,0,0,57677,10232,178,2964,9230,63174,16647,404,72613,100529,44868,316416,19303,138130,39847,36432,131260,1625652,272076,9960,660915,47686,11469,5518
"4087_4",20874416,18515,75615,2341,8331,6084,10550,22139,64021,16443,403180,19087,148988,81541,206884,149970,12490,10738,66439,51424,461834,24708,34166,59001,39572,11754,46617,8263,181,2766,41924,11468,26329,9568,6282238,12020,32932,48198,28309,928518,36089,15278,18636,1560481,306,602701,28121746,270972,404777,3703,1592738,13501,254682,5164,154342,21128,966,28,27349,1765576,382825,894621,2578878,24045,5899824,9777,15137,94172,968498,1008783,32269,89615,371107,2400132,284348,5871860,337,146799,232,670122,98240,9020,9232844,45754,3219,983,842567,39728,47000,31454,12254,390754,12263023,722,46442,7759050,0,353,42376,6872,1637,6788,7831,26672,23135,132,83884,53922,41336,1641920,8633,111144,46919,89556,82867,2872354,236907,3131,1165054,61824,9546,30525
"4087_3",22861690,23116,81165,1624,4843,3210,11984,15141,62228,6747,123224,17863,187220,51356,150480,104983,2195,720,83253,50603,372317,14722,34359,73523,40706,8726,42165,58743,944,2699,109695,15476,9764,10002,5243057,14308,34008,38426,91414,1058010,38647,14241,19352,800767,283,549400,25662588,236536,473453,3664,1085554,7998,247082,15922,193205,16964,0,445,28377,1489507,372094,767176,2531959,25256,6161566,11533,15470,93712,929443,1095425,32654,127242,353909,2301262,280371,4492176,390,180582,3338,606292,127663,7389,481204,49616,7288,110,845072,36659,49276,17919,14914,349125,13635161,512,52537,5977849,0,0,48669,7339,756,7412,7038,32678,16859,91,77674,50758,49909,1056344,5757,112958,57762,109846,35286,2119004,220668,3865,1169169,68160,7945,5680
"4087_2",19244534,15478,64727,2671,12915,12988,10474,7025,66577,46273,957617,8775,108896,73258,210919,103359,8297,664,98336,53318,446871,32326,29856,97052,92995,22206,42878,23556,4865,899,19464,15132,7048,6297,6788521,9269,29178,53993,58526,640385,38663,13443,22387,1675943,407,527377,27616282,243355,317295,4473,1616342,11944,345232,455,443850,18947,0,4,60077,2087354,501904,777282,2561442,41749,5652952,7759,12107,101617,1186786,1263927,32849,233270,324261,2169387,209368,4828594,241,255242,875,660351,69271,165937,447131,44587,3796,107,451846,55576,34310,346773,18985,386897,10704761,11843,47868,6930682,0,184,84194,9574,4484,5415,5965,41647,29092,114,167500,108706,44786,412359,6111,116205,46216,37960,155854,2804997,201454,3182,492213,63813,13251,4480
"4087_1",21518750,19484,59753,165,10561,2162,11513,17825,70070,11324,23533,5028,74243,54003,155650,124855,2288,933,142709,40881,453790,34660,39599,52318,75769,607,36075,41610,2615,2777,21156,24809,6287,7440,4903482,8651,29265,37586,98036,735541,40809,13619,4133,1342270,30,554241,24149626,203068,407180,5330,850454,15189,352150,8220,283282,19864,773,727,35969,1551633,422493,808537,2952081,31247,4854860,8452,14254,82236,918835,1146266,27720,204231,309950,2102940,168761,4110018,413,119428,679,693297,62671,79855,362938,53751,2717,271,445418,40519,51240,133454,13721,345213,11495506,7671,45068,6611198,0,238,50530,8216,1128,3291,9438,49456,26133,306,103929,92928,45451,421997,6434,107365,61524,37726,19495,2146540,173566,2725,595640,56233,9803,3916
"4086_4",30357086,22555,86787,473265,8136,16409,15467,34510,138358,109482,1099820,59796,1614486,1041551,187058,83132,24445,7053,1401959,86041,381770,48999,75262,28259,76675,523947,56530,12623,5357,7204,298414,86105,11666,10210,6039317,19835,51612,87478,76779,1262429,72860,18802,1434977,60491,0,601439,32837890,303700,1812622,10638,657109,9400,380411,17939,2743197,33380,76146,0,52732,22091,118092,1343598,3256003,56672,6071668,39195,27323,167501,364898,1442510,22484,838076,668062,1243386,381525,8916095,44,179008,1665,850343,143812,5504,2192702,104184,12540,2176,783262,290913,52075,15146,20136,543346,17616172,1409,49954,9014255,135,0,51747,16725,2072,4016,28451,911864,21159,2325,94727,146977,45247,6970184,6595,144988,133962,87645,480402,1570304,749155,172299,889398,48422,14913,9750
"4086_3",32079376,24982,77901,232215,8302,12377,12281,24733,110165,93757,505049,40318,1286249,898613,187207,144507,21276,2594,1311213,87929,391551,41843,66601,37644,64560,265020,52969,13984,5745,3251,288707,77134,8776,14242,5570298,8375,51003,70727,84152,1085948,65245,18730,778986,62414,700,541566,31433448,238705,1855865,8662,455087,11337,370228,21984,1968114,35341,48405,424,51654,21174,103584,832569,4470104,52717,5413518,45452,29563,156360,629796,1510379,19071,564348,794730,1294179,336564,7802064,333,199326,1863,777984,105886,7862,2093774,95545,9390,2449,866215,282836,50849,25481,21299,518543,17366070,638,40618,8416561,115,0,48168,15661,1178,3759,28150,596129,11317,1977,86197,106962,44468,7820052,10401,185613,174141,95077,260049,1463898,659709,122832,924802,37116,13404,10256
"4086_2",26202668,25950,111655,193367,12653,8804,25770,27647,133578,36846,687350,20706,146269,87947,310777,60694,72685,1469,163876,36277,445710,34897,63379,18512,50038,232314,36568,5719,16637,3409,78299,32128,4390,6906,5539694,12070,35750,36583,93339,953092,55254,12193,567547,2308426,740,640903,29867406,378625,469574,9899,341756,10565,269323,331794,579535,18297,72161,608,39755,5845434,418592,2371220,3849960,41961,5865750,11113,11048,198426,329995,954609,23833,473028,356892,2324639,299680,7816672,0,46583,2381,952506,171256,7832,961022,58023,12121,758,745346,58313,57195,14120,11662,418330,15291988,450,51196,7852714,135,0,48568,11717,2872,16817,43827,100208,25709,0,77112,102802,36689,3829638,7835,113982,96124,126617,124167,2363414,353246,19800,670958,39998,42613,12823
"4086_1",30882054,23664,92916,139094,8235,8749,13592,37849,120440,47273,593214,47046,881226,939422,146784,121957,26581,3982,1566078,89354,371643,63524,72302,31786,74234,179580,44032,36369,11949,3510,218976,75179,5693,10628,5335178,11291,46514,122678,103325,1176039,65697,18563,478656,67693,328,601310,27701646,298031,1886767,9834,721220,9285,451252,21103,2778748,38268,127630,969,43290,19199,118716,1188352,3965270,65315,5121956,41815,26282,180220,303818,1653650,30922,873380,704662,1444763,358435,10634909,239,141534,2694,841340,106062,5545,2069116,108087,8113,1540,809173,250392,54535,20271,20868,553545,17518662,2141,38251,7965358,0,0,30944,14457,1632,3600,32975,935254,27762,2676,151848,142244,46587,8353588,7006,160100,179300,86877,192152,1588477,749222,132158,717770,39008,13112,10218
"4007_2",22413110,17386,59960,27117,7998,8520,16053,19797,72479,25836,823291,7107,227603,88081,143793,77197,6255,1508,196758,43744,466738,35992,37786,18132,93450,44243,42347,10529,5218,972,31941,15788,4078,6507,4540653,9247,30933,31808,120181,772094,61066,14565,89227,1807431,243,398332,24182430,164869,517379,4724,469931,9263,318903,18366,600356,18832,0,0,22813,2254496,295040,1434578,2833487,40624,4646742,14088,10770,96690,506088,1497024,40201,510996,330593,1873330,157285,2674065,217,212157,126,698743,98921,20848,421234,50740,5837,116,612157,41148,52741,148293,16925,287770,13965377,1159,37786,8152134,0,0,45240,10194,1268,4303,9171,91598,14854,116,132600,137203,37994,615021,7554,108948,70683,31946,260438,1563598,359890,12805,517357,48720,9012,4295
"4084_4",30489972,25123,82326,11388,3792,9216,9779,22409,54043,5652,825294,9276,265197,100074,198334,107562,10776,3436,7160,73102,380966,28577,30749,35645,2133,32176,60462,8739,323,8235,39790,14024,10105,11199,7239710,12923,48026,47043,53234,1234567,73968,15952,39282,528806,553,445014,34878820,247522,697827,4462,1072518,5039,267225,47221,2327,24177,500,163,15892,30130,345281,1182764,2224614,11679,5328790,17701,15938,147757,155244,975201,25579,169,363839,2034665,272729,7226709,292,155643,397,812907,102605,5159,1469341,67529,14236,554,633155,61964,47766,14093,18763,505876,15906505,0,42145,9262933,0,0,63775,8938,852,3549,345,9066,10277,697,35403,15434,51141,1010561,17930,114292,50296,87078,119683,7097830,380813,2636,1125275,39370,9362,10127
"4084_3",23458576,22257,73086,9079,4403,9215,10955,21384,51773,33611,694398,26105,170610,88172,152754,108995,3040,800,173271,74221,434515,38288,36061,38133,56537,22075,56428,9779,2938,2259,42508,13364,13025,11296,5778322,11353,41321,41170,85203,935054,69421,15165,39942,726998,263,389988,31131818,198789,598261,3894,1015056,4488,256795,26137,258381,28118,0,0,44000,28854,368178,799805,3170048,35428,5597859,13960,15989,151187,191918,1259105,44943,250092,359678,2426375,270728,4743018,327,152338,1272,709158,91954,4893,778837,58235,6256,679,556272,52400,53728,10212,15168,409595,12335909,275,36701,7058740,132,0,63039,10265,712,4625,10144,61006,12375,96,67930,85247,43734,459428,17429,115272,54631,75051,107502,1413180,300305,2800,994768,37074,11622,7012
"4084_2",31668898,25202,84133,2231,3733,6958,10594,32955,47054,13444,672025,65264,266691,82658,146297,81521,2083,1933,158110,82349,417363,35363,36050,34612,59247,17124,63270,11680,667,3547,18170,13202,8032,9067,7115640,14406,44735,55035,80086,1150357,55386,16069,26237,617961,6,412267,34652452,308196,444210,3230,1108414,5024,277674,26422,298925,42824,0,0,55877,42395,292566,988173,2515844,42087,5516191,9995,12723,172988,117264,1337780,27667,268194,366966,2769466,281929,9156015,394,303057,2290,843759,76919,6338,1131857,75054,12192,192,637537,67365,55852,18071,19342,479660,17082528,274,37470,10152911,0,0,75963,13864,1650,4156,10058,59174,33662,575,86980,98755,51872,421858,17880,117017,59372,86900,98053,1830358,450801,3230,585860,38020,11063,8746
"4084_1",25522170,28634,83311,26902,3764,8688,14444,21596,52414,30448,795003,28290,178400,61677,121719,148011,14921,1142,127004,54257,360162,19070,28587,32203,63936,50559,57633,53230,1720,3877,52369,30129,6128,9904,7061372,12522,36452,49486,72966,924150,53358,15777,97644,513424,871,497059,30372456,275810,525601,3842,1028650,4941,257199,27891,249849,34462,0,0,46462,1649705,321585,847564,2480469,30754,5142102,13389,10384,166248,111383,1223395,40222,199583,309320,2814098,276212,11289275,391,211633,5667,935338,75021,4922,935356,68737,10686,877,499888,64765,49156,8973,17121,461091,13430372,0,37647,8629230,0,0,59764,12694,2559,2504,10625,43604,29401,117,93744,92341,39285,602961,12581,100657,45733,89266,167628,1690557,459832,3973,742924,43434,9258,6771
"4083_4",24176592,24133,76568,26886,7857,11391,15585,27073,86015,12723,1089585,24914,29828,59456,171191,90154,14449,1697,67183,56702,423230,17155,43347,29015,34054,40094,46090,9171,5572,705,51701,21555,17125,6531,7604162,11147,30040,42929,76378,978889,37735,20399,79828,1467875,5,603003,33879804,190369,421924,6569,752991,13606,282219,9626,165889,23149,1318,785,41939,3395652,685794,2042101,3823670,15368,6975760,12655,15586,88815,718162,1079682,32480,105388,425538,2649147,212658,5606500,356,194869,710,687990,181001,7771,253609,57650,3904,447,1089710,31196,48507,26379,12997,311351,13487891,0,50529,6889045,0,151280,59121,7551,1781,8314,4395,31092,25203,0,87889,51732,39971,608140,12974,144373,103336,113855,200446,983930,277791,11808,1199280,51119,8491,3045
"4048_2",32553370,18061,69437,383,2771,7310,34619,35167,134650,40925,389102,33113,185762,31405,219708,85380,38435,3113,992857,66965,118883,22455,53222,62997,46498,4653,55618,3264,4854,4293,112603,15971,8169,9275,7302410,9047,34821,28763,164907,637498,45202,13788,8427,93856,0,379730,36455092,236112,1053498,8949,121359,24029,272878,254707,542687,8789,1423,1254,30371,740301,226115,370209,1502582,40745,4778936,21966,15148,131291,900591,721162,36075,760333,280606,2403214,71321,4525110,91,25991,1584,632062,164334,61363,2278052,38935,7336,1663,497004,60195,52067,243067,16855,424864,14805761,2764,55453,8387518,198,0,310557,9116,2594,53712,74639,172345,18725,517,76966,121094,43671,986934,5414,95423,51538,38408,55919,18711458,138257,7082,614727,59462,36640,15035
"4048_1",30557766,21065,74498,7800,3166,8420,36500,39463,135156,28611,1080014,30806,69031,34645,190719,90741,38746,3397,349638,87879,185204,17508,63763,27559,32454,27699,65222,4314,6543,8934,51642,23683,8325,10366,7006942,11713,33962,24028,87694,612345,44103,15951,53834,224466,0,523702,35956832,243655,989981,10299,136912,20422,282812,124560,182476,18855,432,980,41546,1180971,348886,530953,3926956,28372,6532058,18757,12907,143030,693651,981327,25666,236617,258604,2479044,75692,5424744,155,23362,2141,661819,152250,68577,617927,36006,11983,775,430893,72923,56961,293725,19307,500908,14676094,2602,49086,8490000,173,0,299992,7503,1504,58417,46329,81811,34273,1213,64196,66367,41590,1062133,6089,86917,51037,38317,142112,2232153,2487555,10688,299309,70401,20647,7685
"4047_4",38475184,25867,69627,23067,7129,36492,6413,36617,418314,138294,2821566,48803,656222,473368,188305,60553,17046,27154,2152570,143557,535464,42958,129998,36701,117830,72403,56609,9404,7778,3067,248727,98724,42397,10378,8841201,16586,48893,130129,160657,909389,75370,24707,29901,111146,334,616091,37737624,196310,1611639,36091,657925,10432,448945,67454,3852130,15331,1385,559,49013,13470,281803,871174,3806240,89832,4923581,35206,34699,103307,346935,1646267,26066,1257413,894717,1368897,226660,11347154,258,230117,5354,671690,176045,66827,4630287,83570,5025,1806,522403,322154,58980,181862,24415,642590,19204094,5567,42518,9956742,0,0,75850,20455,1952,5735,33202,1447831,23892,13810,147454,223212,50797,623967,6935,209541,90222,27528,584788,2202485,752639,79487,767020,34425,13741,19836
"4047_3",34566140,21678,62074,3754,5397,18494,5838,42336,323996,81242,1135060,63271,267722,358324,188350,129883,14954,9199,1323667,184903,591781,49142,113139,51591,59323,28137,55268,7132,1573,3588,226980,65108,6367,9720,8472303,9100,50703,120318,103111,986832,70025,21348,34096,75369,295,607420,36998376,168606,1640130,31386,548322,12171,414199,26891,1921175,20362,7776,11,65532,22998,210279,1093394,3623520,56024,5620478,35318,29072,100106,282685,1741032,18606,598443,837252,1245299,202138,9568872,374,268111,9376,694203,126886,23792,2601267,74629,6300,703,559885,327016,62933,83745,23520,579446,16678891,2604,35269,7893098,279,0,98090,13491,1613,4074,29340,645719,26929,1409843,81845,125522,47628,912494,10432,197374,118764,21165,261456,2488702,651589,88178,718412,33709,10778,11904
