"","sample_id","GALACTITOL","MALIC ACID","HOMOCYSTINE","N-ACETYLTRYPTOPHAN","GLUTAMIC ACID","2-AMINO-2-METHYLPROPANOIC ACID","ELAIDIC ACID","ALLO-ISOLEUCINE","5-AMINOPENTANOIC ACID","BETA-LACTOSE","PANTOTHENIC ACID","ALLOTHREONINE","ALANINE","PYROGLUTAMIC ACID","ORNITHINE","PROLINE","TRIMETHYLAMINE N-OXIDE","PUTRESCINE","3-HYDROXYPROPIONIC ACID","1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID","CHOLINE","SERINE","4-AMINOPHENOL","CATECHOL","URACIL","CREATININE","BETAINE.1","4-METHYLCATECHOL","3-METHYLCATECHOL","TAURINE","5,6-DIHYDRO THYMINE","METFORMIN","PROPIONYLGLYCINE","CREATINE","ASPARAGINE","CINNAMALDEHYDE","5-HYDROXYINDOLE","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","HYPOXANTHINE","PHENYLACETIC ACID","TRIGONELLINE","2-AMINOBENZOIC ACID","1-METHYLNICOTINAMIDE","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","VALPROIC ACID","N-BUTYRYLGLYCINE","4-ACETAMIDOBUTANOIC ACID","DEOXYCARNITINE","GLUTAMINE","LYSINE","METHIONINE","4-ACETAMIDOPHENOL","3-AMINOSALICYLIC ACID","HISTIDINE","ISOVALERYLGLYCINE","CARNITINE","1,6-ANHYDRO-B-GLUCOSE","2-METHOXYCINNAMALDEHYDE","1,5-ANHYDRO-GLUCITOL","PHENYLALANINE","1-METHYLXANTHINE.1","3-METHYLXANTHINE","7-METHYLXANTHINE","4-HYDROXY-PHENYLGLYCINE","PYRIDOXAMINE","3-METHYLHISTIDINE","4-QUINOLINECARBOXYLIC ACID","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","PHENOLSULFONIC ACID","SUBERIC ACID","ARGININE","INDOLEACETIC ACID","CITRULLINE","SEROTONIN","HIPPURIC ACID","THEOPHYLLINE","PARAXANTHINE","PROPYLPARABEN","TYROSINE","1-METHYLURIC ACID","2,6-DIMETHOXYBENZOIC ACID","4-PYRIDOXIC ACID","PHOSPHOCHOLINE","AZELAIC ACID","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","INDOLEPROPIONIC ACID","HOMOCITRULLINE","5-HYDROXYINDOLE-3-ACETIC ACID","2-METHYLHIPPURIC ACID","1,7-DIMETHYLURIC ACID","INDOLEPYRUVIC ACID","ACETYL-CARNITINE","TRYPTOPHAN","XANTHURENIC ACID","INDOLELACTIC ACID","KYNURENINE","OMEGA-HYDROXYDODECANOIC ACID","PROPIONYLCARNITINE","5-HYDROXY-TRYPTOPHAN","N-ACETYL-TYROSINE","TRYPTOPHAN ETHYL ESTER","BUPROPION","CYSTINE","URIDINE","BIOTIN","SN-GLYCERO-3-PHOSPHOCHOLINE","PHENYLACETYL-GLUTAMINE","ADENOSINE","INOSINE","DOXYLAMINE","ASP-PHE","OCTYL GALLATE","GUANOSINE","OCTANOYLCARNITINE","5'-METHYLTHIOADENOSINE","N-ACETYLNEURAMINATE","DECANOYLCARNITINE","OMEPRAZOLE","NIFEDIPINE","LISINOPRIL","DILTIAZEM","3-HYDROXYINDOLE"
"242","4088_3",930,595,426,11688,149458,236714,235366,38234548,6755424,4291,73262,299159,566558,1436255,358649,6760058,1261631,11869,32997,90679,6619452,49114,5736,28148,879278,1991694,22606,28489,51361,89962,46964,0,51026,383944,27442,14677,56536,22831,828740,74057,315104,85232,3860,82559,11595,26787,62121,457542,868437,495031,2026260,7555,54346,69327,17980,3521361,65317,14918,14934,16661422,56267,80314,196665,5160,148717,23703,11176,21992,65635,59970,268868,51676,138575,28018,214188,79763,286113,297097,9694144,4474,97494,6786,9137,367125,52981,165704,7288,11970,1083,12257,52602,1509287,30257210,953,44539,466506,8365,457892,41214,624,8926,497,28451,59467,0,420437,1305094,609,17416,226,28260,17031,6151,1370693,16553,9208,2409473,192,3513,125,298458,32911
"243","4007_3",853,3684,673,9560,114408,173709,175762,25471246,4889202,4281,101389,217340,415527,1038071,200172,3033735,1361351,9564,39400,70858,3895602,42162,6283,32821,699639,1437034,24476,18998,72159,38753,48083,0,44390,637583,20002,16656,31351,22123,711554,109042,280546,45865,6321,97340,9357,21742,42201,456762,710524,434710,2244592,16272,60380,55236,13934,3316396,60192,14476,11220,15464111,6048,22972,32508,1056,150716,11697,9897,9971,45667,90624,335679,63491,76803,88830,140871,249463,989027,541234,7875881,6915,254602,4030,14865,474901,43093,94232,5120,9209,1126,23231,55146,1160157,27002676,1201,36797,322680,15539,262152,34942,818,14905,556,25576,55781,0,608333,419898,0,155267,280,24695,9511,39793,906432,13677,3834,9800,311,5483,0,481970,43858
"244","4088_2",731,7362,1195,11458,75338,200348,198804,28952532,5338746,5780,77070,239401,494260,926060,194074,5013996,1144969,16133,40318,71467,4595926,33911,3654,36065,567656,2136232,17025,11472,64730,29253,40686,0,45557,292561,20083,18261,52923,27150,553527,94882,218827,99378,3115,74901,10371,45053,53480,560391,884082,314109,2364574,6795,55093,60683,14390,4031003,75219,14882,12965,12070625,46456,69597,191546,2538,104805,37485,7356,24451,36261,54284,406664,76744,125636,35748,411579,75523,427839,255129,6876134,4789,190755,86682,14336,298268,59485,77409,7556,11084,1697,16909,51206,991615,21725054,4345,37563,293341,13604,305642,29728,421,10619,0,21308,38262,0,550054,745820,0,363949,5245,17983,11909,88637,1641682,14907,4359,2688924,131,5323,118,250768,19247
"245","4088_1",1465,5402,7822,10232,72800,169862,136382,33532478,5743228,5991,72613,273262,484944,1021507,212230,5093563,1625652,19303,43362,76625,4752135,37187,3712,33825,660915,2040523,18372,15027,64182,36432,41010,0,44868,381294,25912,18708,73571,35181,743849,100529,272076,94854,6278,109870,11469,45006,66358,513570,768938,436252,2676114,1462833,48351,61659,18769,3601700,78421,2767,15177,13947150,77656,104721,272539,3469,138130,40929,13617,32267,22719,63174,400769,53818,128277,39847,627536,131260,705964,316416,8045696,7616,202105,108792,13518,316871,57677,96594,5208,7677,1960,45969,50361,837172,23553944,5518,54204,384005,18393,331408,36247,178,9960,8,43889,47686,1266,489784,1365564,0,357151,302476,16214,16647,75400,1570742,18605,2964,36193,404,9230,0,294259,17552
"246","4087_4",232,722,983,6872,98240,206884,146799,28121746,6282238,3703,83884,270972,602701,928518,284348,5871860,2872354,8633,34166,75615,5899824,46442,181,24045,1165054,1008783,21128,11468,39572,89556,36089,353,41336,968498,18515,15137,48198,22139,842567,53922,236907,149970,8331,28309,9546,27349,46617,461834,670122,371107,2400132,8263,51424,45754,12254,2578878,64021,12490,10550,12263023,2341,11754,18636,2766,111144,59001,9568,13501,41924,26672,254682,81541,94172,46919,9232844,82867,403180,1641920,7759050,6084,66439,26329,9777,154342,42376,148988,3219,12020,10738,16443,47000,1560481,20874416,30525,39728,390754,19087,382825,32932,1637,3131,28,32269,61824,966,404777,1592738,306,31454,337,5164,23135,9020,894621,15278,6788,1765576,132,7831,0,89615,24708
"247","4087_3",3338,512,110,7339,127663,150480,180582,25662588,5243057,3664,77674,236536,549400,1058010,280371,4492176,2119004,5757,34359,81165,6161566,52537,944,25256,1169169,1095425,16964,15476,40706,109846,38647,0,49909,929443,23116,15470,38426,15141,845072,50758,220668,104983,4843,91414,7945,28377,42165,372317,606292,353909,2301262,58743,50603,49616,14914,2531959,62228,2195,11984,13635161,1624,8726,19352,2699,112958,73523,10002,7998,109695,32678,247082,51356,93712,57762,481204,35286,123224,1056344,5977849,3210,83253,9764,11533,193205,48669,187220,7288,14308,720,6747,49276,800767,22861690,5680,36659,349125,17863,372094,34008,756,3865,445,32654,68160,0,473453,1085554,283,17919,390,15922,16859,7389,767176,14241,7412,1489507,91,7038,0,127242,14722
"248","4087_2",875,11843,107,9574,69271,210919,255242,27616282,6788521,4473,167500,243355,527377,640385,209368,4828594,2804997,6111,29856,64727,5652952,47868,4865,41749,492213,1263927,18947,15132,92995,37960,38663,184,44786,1186786,15478,12107,53993,7025,451846,108706,201454,103359,12915,58526,13251,60077,42878,446871,660351,324261,2169387,23556,53318,44587,18985,2561442,66577,8297,10474,10704761,2671,22206,22387,899,116205,97052,6297,11944,19464,41647,345232,73258,101617,46216,447131,155854,957617,412359,6930682,12988,98336,7048,7759,443850,84194,108896,3796,9269,664,46273,34310,1675943,19244534,4480,55576,386897,8775,501904,29178,4484,3182,4,32849,63813,0,317295,1616342,407,346773,241,455,29092,165937,777282,13443,5415,2087354,114,5965,0,233270,32326
"249","4087_1",679,7671,271,8216,62671,155650,119428,24149626,4903482,5330,103929,203068,554241,735541,168761,4110018,2146540,6434,39599,59753,4854860,45068,2615,31247,595640,1146266,19864,24809,75769,37726,40809,238,45451,918835,19484,14254,37586,17825,445418,92928,173566,124855,10561,98036,9803,35969,36075,453790,693297,309950,2102940,41610,40881,53751,13721,2952081,70070,2288,11513,11495506,165,607,4133,2777,107365,52318,7440,15189,21156,49456,352150,54003,82236,61524,362938,19495,23533,421997,6611198,2162,142709,6287,8452,283282,50530,74243,2717,8651,933,11324,51240,1342270,21518750,3916,40519,345213,5028,422493,29265,1128,2725,727,27720,56233,773,407180,850454,30,133454,413,8220,26133,79855,808537,13619,3291,1551633,306,9438,0,204231,34660
"250","4086_4",1665,1409,2176,16725,143812,187058,179008,32837890,6039317,10638,94727,303700,601439,1262429,381525,8916095,1570304,6595,75262,86787,6071668,49954,5357,56672,889398,1442510,33380,86105,76675,87645,72860,0,45247,364898,22555,27323,87478,34510,783262,146977,749155,83132,8136,76779,14913,52732,56530,381770,850343,668062,1243386,12623,86041,104184,20136,3256003,138358,24445,15467,17616172,473265,523947,1434977,7204,144988,28259,10210,9400,298414,911864,380411,1041551,167501,133962,2192702,480402,1099820,6970184,9014255,16409,1401959,11666,39195,2743197,51747,1614486,12540,19835,7053,109482,52075,60491,30357086,9750,290913,543346,59796,118092,51612,2072,172299,0,22484,48422,76146,1812622,657109,0,15146,44,17939,21159,5504,1343598,18802,4016,22091,2325,28451,135,838076,48999
"251","4086_3",1863,638,2449,15661,105886,187207,199326,31433448,5570298,8662,86197,238705,541566,1085948,336564,7802064,1463898,10401,66601,77901,5413518,40618,5745,52717,924802,1510379,35341,77134,64560,95077,65245,0,44468,629796,24982,29563,70727,24733,866215,106962,659709,144507,8302,84152,13404,51654,52969,391551,777984,794730,1294179,13984,87929,95545,21299,4470104,110165,21276,12281,17366070,232215,265020,778986,3251,185613,37644,14242,11337,288707,596129,370228,898613,156360,174141,2093774,260049,505049,7820052,8416561,12377,1311213,8776,45452,1968114,48168,1286249,9390,8375,2594,93757,50849,62414,32079376,10256,282836,518543,40318,103584,51003,1178,122832,424,19071,37116,48405,1855865,455087,700,25481,333,21984,11317,7862,832569,18730,3759,21174,1977,28150,115,564348,41843
"252","4086_2",2381,450,758,11717,171256,310777,46583,29867406,5539694,9899,77112,378625,640903,953092,299680,7816672,2363414,7835,63379,111655,5865750,51196,16637,41961,670958,954609,18297,32128,50038,126617,55254,0,36689,329995,25950,11048,36583,27647,745346,102802,353246,60694,12653,93339,42613,39755,36568,445710,952506,356892,2324639,5719,36277,58023,11662,3849960,133578,72685,25770,15291988,193367,232314,567547,3409,113982,18512,6906,10565,78299,100208,269323,87947,198426,96124,961022,124167,687350,3829638,7852714,8804,163876,4390,11113,579535,48568,146269,12121,12070,1469,36846,57195,2308426,26202668,12823,58313,418330,20706,418592,35750,2872,19800,608,23833,39998,72161,469574,341756,740,14120,0,331794,25709,7832,2371220,12193,16817,5845434,0,43827,135,473028,34897
"253","4086_1",2694,2141,1540,14457,106062,146784,141534,27701646,5335178,9834,151848,298031,601310,1176039,358435,10634909,1588477,7006,72302,92916,5121956,38251,11949,65315,717770,1653650,38268,75179,74234,86877,65697,0,46587,303818,23664,26282,122678,37849,809173,142244,749222,121957,8235,103325,13112,43290,44032,371643,841340,704662,1444763,36369,89354,108087,20868,3965270,120440,26581,13592,17518662,139094,179580,478656,3510,160100,31786,10628,9285,218976,935254,451252,939422,180220,179300,2069116,192152,593214,8353588,7965358,8749,1566078,5693,41815,2778748,30944,881226,8113,11291,3982,47273,54535,67693,30882054,10218,250392,553545,47046,118716,46514,1632,132158,969,30922,39008,127630,1886767,721220,328,20271,239,21103,27762,5545,1188352,18563,3600,19199,2676,32975,0,873380,63524
"254","4007_2",126,1159,116,10194,98921,143793,212157,24182430,4540653,4724,132600,164869,398332,772094,157285,2674065,1563598,7554,37786,59960,4646742,37786,5218,40624,517357,1497024,18832,15788,93450,31946,61066,0,37994,506088,17386,10770,31808,19797,612157,137203,359890,77197,7998,120181,9012,22813,42347,466738,698743,330593,1873330,10529,43744,50740,16925,2833487,72479,6255,16053,13965377,27117,44243,89227,972,108948,18132,6507,9263,31941,91598,318903,88081,96690,70683,421234,260438,823291,615021,8152134,8520,196758,4078,14088,600356,45240,227603,5837,9247,1508,25836,52741,1807431,22413110,4295,41148,287770,7107,295040,30933,1268,12805,0,40201,48720,0,517379,469931,243,148293,217,18366,14854,20848,1434578,14565,4303,2254496,116,9171,0,510996,35992
"255","4084_4",397,0,554,8938,102605,198334,155643,34878820,7239710,4462,35403,247522,445014,1234567,272729,7226709,7097830,17930,30749,82326,5328790,42145,323,11679,1125275,975201,24177,14024,2133,87078,73968,0,51141,155244,25123,15938,47043,22409,633155,15434,380813,107562,3792,53234,9362,15892,60462,380966,812907,363839,2034665,8739,73102,67529,18763,2224614,54043,10776,9779,15906505,11388,32176,39282,8235,114292,35645,11199,5039,39790,9066,267225,100074,147757,50296,1469341,119683,825294,1010561,9262933,9216,7160,10105,17701,2327,63775,265197,14236,12923,3436,5652,47766,528806,30489972,10127,61964,505876,9276,345281,48026,852,2636,163,25579,39370,500,697827,1072518,553,14093,292,47221,10277,5159,1182764,15952,3549,30130,697,345,0,169,28577
"256","4084_3",1272,275,679,10265,91954,152754,152338,31131818,5778322,3894,67930,198789,389988,935054,270728,4743018,1413180,17429,36061,73086,5597859,36701,2938,35428,994768,1259105,28118,13364,56537,75051,69421,0,43734,191918,22257,15989,41170,21384,556272,85247,300305,108995,4403,85203,11622,44000,56428,434515,709158,359678,2426375,9779,74221,58235,15168,3170048,51773,3040,10955,12335909,9079,22075,39942,2259,115272,38133,11296,4488,42508,61006,256795,88172,151187,54631,778837,107502,694398,459428,7058740,9215,173271,13025,13960,258381,63039,170610,6256,11353,800,33611,53728,726998,23458576,7012,52400,409595,26105,368178,41321,712,2800,0,44943,37074,0,598261,1015056,263,10212,327,26137,12375,4893,799805,15165,4625,28854,96,10144,132,250092,38288
"257","4084_2",2290,274,192,13864,76919,146297,303057,34652452,7115640,3230,86980,308196,412267,1150357,281929,9156015,1830358,17880,36050,84133,5516191,37470,667,42087,585860,1337780,42824,13202,59247,86900,55386,0,51872,117264,25202,12723,55035,32955,637537,98755,450801,81521,3733,80086,11063,55877,63270,417363,843759,366966,2769466,11680,82349,75054,19342,2515844,47054,2083,10594,17082528,2231,17124,26237,3547,117017,34612,9067,5024,18170,59174,277674,82658,172988,59372,1131857,98053,672025,421858,10152911,6958,158110,8032,9995,298925,75963,266691,12192,14406,1933,13444,55852,617961,31668898,8746,67365,479660,65264,292566,44735,1650,3230,0,27667,38020,0,444210,1108414,6,18071,394,26422,33662,6338,988173,16069,4156,42395,575,10058,0,268194,35363
"258","4084_1",5667,0,877,12694,75021,121719,211633,30372456,7061372,3842,93744,275810,497059,924150,276212,11289275,1690557,12581,28587,83311,5142102,37647,1720,30754,742924,1223395,34462,30129,63936,89266,53358,0,39285,111383,28634,10384,49486,21596,499888,92341,459832,148011,3764,72966,9258,46462,57633,360162,935338,309320,2814098,53230,54257,68737,17121,2480469,52414,14921,14444,13430372,26902,50559,97644,3877,100657,32203,9904,4941,52369,43604,257199,61677,166248,45733,935356,167628,795003,602961,8629230,8688,127004,6128,13389,249849,59764,178400,10686,12522,1142,30448,49156,513424,25522170,6771,64765,461091,28290,321585,36452,2559,3973,0,40222,43434,0,525601,1028650,871,8973,391,27891,29401,4922,847564,15777,2504,1649705,117,10625,0,199583,19070
"259","4083_4",710,0,447,7551,181001,171191,194869,33879804,7604162,6569,87889,190369,603003,978889,212658,5606500,983930,12974,43347,76568,6975760,50529,5572,15368,1199280,1079682,23149,21555,34054,113855,37735,151280,39971,718162,24133,15586,42929,27073,1089710,51732,277791,90154,7857,76378,8491,41939,46090,423230,687990,425538,2649147,9171,56702,57650,12997,3823670,86015,14449,15585,13487891,26886,40094,79828,705,144373,29015,6531,13606,51701,31092,282219,59456,88815,103336,253609,200446,1089585,608140,6889045,11391,67183,17125,12655,165889,59121,29828,3904,11147,1697,12723,48507,1467875,24176592,3045,31196,311351,24914,685794,30040,1781,11808,785,32480,51119,1318,421924,752991,5,26379,356,9626,25203,7771,2042101,20399,8314,3395652,0,4395,0,105388,17155
"260","4048_2",1584,2764,1663,9116,164334,219708,25991,36455092,7302410,8949,76966,236112,379730,637498,71321,4525110,18711458,5414,53222,69437,4778936,55453,4854,40745,614727,721162,8789,15971,46498,38408,45202,0,43671,900591,18061,15148,28763,35167,497004,121094,138257,85380,2771,164907,36640,30371,55618,118883,632062,280606,2403214,3264,66965,38935,16855,1502582,134650,38435,34619,14805761,383,4653,8427,4293,95423,62997,9275,24029,112603,172345,272878,31405,131291,51538,2278052,55919,389102,986934,8387518,7310,992857,8169,21966,542687,310557,185762,7336,9047,3113,40925,52067,93856,32553370,15035,60195,424864,33113,226115,34821,2594,7082,1254,36075,59462,1423,1053498,121359,0,243067,91,254707,18725,61363,370209,13788,53712,740301,517,74639,198,760333,22455
"261","4048_1",2141,2602,775,7503,152250,190719,23362,35956832,7006942,10299,64196,243655,523702,612345,75692,5424744,2232153,6089,63763,74498,6532058,49086,6543,28372,299309,981327,18855,23683,32454,38317,44103,0,41590,693651,21065,12907,24028,39463,430893,66367,2487555,90741,3166,87694,20647,41546,65222,185204,661819,258604,2479044,4314,87879,36006,19307,3926956,135156,38746,36500,14676094,7800,27699,53834,8934,86917,27559,10366,20422,51642,81811,282812,34645,143030,51037,617927,142112,1080014,1062133,8490000,8420,349638,8325,18757,182476,299992,69031,11983,11713,3397,28611,56961,224466,30557766,7685,72923,500908,30806,348886,33962,1504,10688,980,25666,70401,432,989981,136912,0,293725,155,124560,34273,68577,530953,15951,58417,1180971,1213,46329,173,236617,17508
"262","4047_4",5354,5567,1806,20455,176045,188305,230117,37737624,8841201,36091,147454,196310,616091,909389,226660,11347154,2202485,6935,129998,69627,4923581,42518,7778,89832,767020,1646267,15331,98724,117830,27528,75370,0,50797,346935,25867,34699,130129,36617,522403,223212,752639,60553,7129,160657,13741,49013,56609,535464,671690,894717,1368897,9404,143557,83570,24415,3806240,418314,17046,6413,19204094,23067,72403,29901,3067,209541,36701,10378,10432,248727,1447831,448945,473368,103307,90222,4630287,584788,2821566,623967,9956742,36492,2152570,42397,35206,3852130,75850,656222,5025,16586,27154,138294,58980,111146,38475184,19836,322154,642590,48803,281803,48893,1952,79487,559,26066,34425,1385,1611639,657925,334,181862,258,67454,23892,66827,871174,24707,5735,13470,13810,33202,0,1257413,42958
"263","4047_3",9376,2604,703,13491,126886,188350,268111,36998376,8472303,31386,81845,168606,607420,986832,202138,9568872,2488702,10432,113139,62074,5620478,35269,1573,56024,718412,1741032,20362,65108,59323,21165,70025,0,47628,282685,21678,29072,120318,42336,559885,125522,651589,129883,5397,103111,10778,65532,55268,591781,694203,837252,1245299,7132,184903,74629,23520,3623520,323996,14954,5838,16678891,3754,28137,34096,3588,197374,51591,9720,12171,226980,645719,414199,358324,100106,118764,2601267,261456,1135060,912494,7893098,18494,1323667,6367,35318,1921175,98090,267722,6300,9100,9199,81242,62933,75369,34566140,11904,327016,579446,63271,210279,50703,1613,88178,11,18606,33709,7776,1640130,548322,295,83745,374,26891,26929,23792,1093394,21348,4074,22998,1409843,29340,279,598443,49142
"264","4047_1",105314,3715,929,17839,154123,191952,222751,47039444,11646367,30063,115509,253275,636693,932903,305077,9588647,3243226,7943,115105,82722,6574442,42159,0,68550,566710,1577794,16578,69975,90322,20392,82360,0,49998,366992,24202,33784,129131,42263,414380,159893,648851,73666,4020,130015,13614,54501,51860,596481,650908,1043055,1774508,9595,142206,83534,27739,3319707,316987,13192,7656,20776656,6005,44905,79628,4470,254877,98136,12695,11311,230831,874955,494219,369501,132836,127776,896555,222669,679533,1418944,8758337,11107,1397666,7171,36406,2586994,124244,26473,4450,15547,5029,68727,69874,144969,43816788,5628,413647,672794,96988,315543,49809,1730,98862,1258,14883,23390,1184,1609566,178400,0,88065,295,54674,32724,36715,798999,29292,4874,8650,7148,28074,108,864747,20169
"265","4047_2",10732,4966,1198,19035,155646,235328,125935,38263696,8598755,27081,112542,212163,697004,949238,221970,9730536,2044188,12728,121868,75199,5019582,40854,7676,55594,417567,2038160,20759,58771,69561,22363,70077,0,62027,351177,21492,29842,125509,44869,625906,129313,668480,73646,5100,108375,13068,55647,68266,657794,655544,870431,1540057,7298,167050,84673,24798,4222050,330747,45882,5318,19337568,30875,88730,94968,808,201686,57753,11895,10363,140917,511977,456504,554330,92904,135078,1266747,635738,3490897,1331629,9014760,37913,1215562,16970,31727,1771228,93918,166756,5863,14704,8832,76841,61178,113080,35795824,7287,385528,566201,53291,220560,49199,1550,131350,356,19836,32647,486,1489095,434112,8,223308,135,38777,21840,57488,1345167,23477,5029,26056,82709,26719,101,527767,22515
"266","4046_4",174,7973,418,8089,70582,116545,161667,29192282,6898860,4697,64030,335968,575026,695489,214352,5630683,1019858,15818,38291,87774,5159070,49088,1678,19574,787022,970699,30611,11876,46105,46047,35139,0,23679,701160,23157,14339,28617,20681,736747,59139,250418,96802,6033,56396,8909,16213,30964,427878,875536,441399,2828844,5712,33035,59168,10598,3347674,66257,2268,7940,13020185,4512,21662,35970,3389,142133,14241,5134,9655,7863,36469,495944,38580,92663,100261,365384,78220,294070,361617,7418180,4405,93888,3605,11778,209199,54709,181884,2675,4618,1181,10510,56177,1275161,23647882,4099,27051,186010,25378,322282,23101,39012,719,0,31329,46735,579,472429,236224,5,336106,95,21868,3753,92089,715397,9362,3150,1342186,154,5720,146,170463,15671
"267","4046_3",437,6548,495,9571,93626,167826,285464,41890196,9072695,5064,105769,344647,686802,815441,338348,12283839,5811144,15908,33215,108208,4524682,66292,23596,32354,976878,766622,28696,17516,59907,71197,34835,0,28785,1027105,29057,19195,34050,21113,827705,107594,487618,55544,4401,118778,16691,25671,31422,336303,831433,570142,3817734,4646,39568,70302,14866,2706526,59847,11676,5707,19743934,3813,24057,23658,6483,187364,29184,7147,6785,25698,47562,538224,134510,78307,96262,1692707,207478,1284603,649463,12813655,8737,244424,9950,12308,270465,48999,170714,3544,7753,4950,34405,54867,666713,28164218,9922,36988,255004,7483,563156,30895,44474,7630,0,28888,37831,0,508196,428337,399,358406,612,40068,12427,69375,521281,12257,3800,11886,0,15211,0,258277,34042
"268","4046_2",535,4801,617,8594,76414,182151,23791,32753636,7670607,5156,85620,433621,583667,812683,183908,6813952,737536,16316,38544,104521,4945868,54013,4670,25603,605420,1109417,30540,25864,74954,35935,41691,0,36459,831170,26407,16531,34083,35730,1099941,82266,259306,96297,6199,136893,11355,15855,28787,534417,903067,538557,3370462,7174,33181,63507,10442,4032618,76605,1526,7828,13572155,6151,21855,37224,2046,177298,22683,5137,6321,33256,64502,476605,74822,96467,81826,461814,108380,523371,480125,8670722,4872,166416,4716,13093,1687351,55489,188373,4159,8690,1250,13536,56106,1490326,25253022,3965,32984,244564,10835,343489,27171,30843,2548,0,32594,69499,0,542585,410936,718,335625,435,11840,19900,53782,904734,9823,2910,1640733,0,8026,0,435090,26417
"269","4003_4",725,10157,535,8088,53195,231530,451295,28464954,6802366,3666,80292,334835,435845,641802,174753,4313369,1692616,8769,34973,83148,4201192,39498,15080,26534,449846,1401243,42636,15894,52237,38160,36983,0,44682,351993,19373,13310,35383,23535,427064,58031,546260,92570,7641,68898,8501,15161,45566,561775,686692,321359,2486230,9973,28058,51856,13938,3917152,65233,14064,12488,10222439,35363,57099,64105,1382,100314,45285,7846,8584,11778,31156,463171,61949,96454,73375,2223374,679138,3870968,284744,6865360,26166,117495,8011,12567,181015,81132,171114,2979,10795,3623,38842,47191,1345932,19957862,14138,37779,323606,40798,371828,27969,3112,12609,501,32794,51024,328,460170,700226,251,347867,674,2969,15128,103640,1839872,16325,2877,2812141,324,7092,0,116147,14961
"270","4046_1",3894,10044,769,13921,71183,212326,152239,35492940,6776972,4810,109244,207760,659932,968231,191039,12540756,4081838,10839,34864,73308,5646682,29033,8243,43149,882429,1372730,22602,11346,70923,57214,60640,1234,55106,288350,22425,32585,35606,19149,594403,117094,612968,98864,8637,120868,12288,31068,64275,517411,719260,358448,2961964,31105,73763,64795,14628,2731707,63976,13255,12516,15539836,85026,76805,247023,6379,121069,82225,8524,7980,40890,73100,257967,114067,90719,149981,1241168,165669,598575,528262,8038976,4032,152771,6589,10391,385457,85222,129242,4687,12849,2301,27568,53035,2343385,25120402,8182,87891,345446,18567,467896,39124,931,13494,0,26816,67550,19,396595,1044369,0,265675,473,12068,20251,104352,2236052,16709,2078,55636,0,5722,113,355733,25213
"271","4045_4",31142,5842,991,8406,86193,299864,54996,32010552,5839122,8766,92691,372694,645518,774628,142565,4271012,1203181,9755,59440,101373,4427634,67808,7868,40343,676326,1162939,13950,5229,23008,26665,42383,0,41615,559009,34495,9230,48002,35300,627846,64150,151360,84282,7763,109907,86335,16990,40007,426734,976332,320707,2299049,7962,31000,40399,15322,3637650,126092,47755,31370,12169581,48764,51502,138060,5423,101787,70679,5665,4182,63057,63899,430314,38843,148551,31672,336726,148727,781355,169419,7956795,5957,194234,18927,18538,250279,47091,92867,4976,10184,683,24970,35421,287978,25313900,5490,26940,399668,108296,169005,31648,1875,11414,197,67808,42145,384,1011072,1681649,0,361057,370,233696,11510,82865,1393636,11005,40627,3437698,0,37966,197,247368,25534
"272","4045_2",13835,3485,1156,15189,65287,259166,116129,31137942,7001966,10158,179853,266544,615503,1179275,232670,3951418,2415627,7966,62149,79102,4811247,41205,3593,55399,823114,1750269,35514,70599,84744,39241,64586,0,50375,742005,26441,22464,88165,31292,1109574,146315,316829,231231,12959,99719,13930,26233,42503,479902,848470,810743,1870770,420989,76963,98769,27700,3501421,130527,11651,13253,15997994,54534,66819,60338,3997,186692,61358,5650,4491,24093,603459,575510,967044,122733,105185,534777,98334,248053,648418,7850112,7411,1662330,37997,42557,2317499,38545,444575,4778,13550,4080,66289,45738,104295,27260932,4195,120771,336117,60497,97392,42669,1957,59935,1794,24640,39780,1846,1751881,2103642,681,261226,191,19374,12463,31982,1361422,14801,2944,24223,2358,25159,219,695878,33696
"273","4045_1",18415,4313,16203,10589,103102,268409,43814,33445344,6494600,8743,97216,321540,717168,830245,131428,4517230,1977076,9046,50567,84875,5437041,49291,8266,45304,798630,1157965,14735,23761,44858,29269,44227,0,37852,645807,31709,7140,25196,28213,1086060,101250,189567,71294,7092,109307,29665,21626,44566,459881,907494,317837,2393899,4404851,39350,44390,12790,3699283,115425,49895,36531,14324694,78670,68811,169832,6617,106211,22885,11628,4848,50391,140914,387018,68081,123072,57186,273253,76679,343085,351736,9121110,3396,405856,20348,17640,592338,40972,124489,4763,7993,1671,26926,42843,444595,25802278,3654,32261,363125,13716,176378,29533,3014,15329,1675,33292,44903,1890,1057140,831956,0,355654,572,297852,7860,58552,1821671,11895,42744,4548962,702,41540,211,613442,30041
