"","10Z-Heptadecenoic acid","12-hydroxystearic acid","2-Hydroxy-2-methylbutyric acid","2-Hydroxy-3-methylbutyric acid","2-Hydroxybutyric acid","2-Hydroxycaproic acid","2-Phenylpropionate","2-Methylbutyroylcarnitine","3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid","3-Hydroxybutyric acid","3-Hydroxyisovaleric acid","Indole-3-propionic acid","3-Methy2-oxovaleric acid","3-Methyladipic acid","3-Hydroxylisovalerylcarnitine","4-Hydroxyphenylpyruvic acid","5-Aminolevulinic acid","5Z-Dodecenoic acid","5-Hydroxy-tryptophan","Dihomo-gamma-linolenic acid","Acetic acid","Acetoacetic acid","Acetylglycine","Adenosine monophosphate","Adipic acid","Adipoylcarnitine","Adrenic acid","alpha-Hydroxyisobutyric acid","Alpha-ketoisovaleric acid","Alpha-Linolenic acid","Phenylacetylglutamine","Aminoadipic acid","Arachidonic acid","Azelaic acid","Benzamide","Benzenebutanoic acid","Benzoic acid","Beta-Alanine","Butyric acid","Caproic acid","Carnitine","Chenodeoxycholic acid","Cholic acid","Cinnamic acid","cis-Aconitic acid","Citramalic acid","Citric acid","Citrulline","Creatine","D-2-Hydroxyglutaric acid","Fructose","Gluconolactone","Glucose","D-Maltose and Alpha-Lactose","Xylose","Xylulose","Capric acid","Decanoylcarnitine","Deoxycholic acid","Dimethylglycine","Docosahexaenoic acid DHA","Docosapentaenoic acid (22n-6)","Docosapentaenoic acid (22n-3)","Dodecanoic acid","Eicosapentaenoic acid EPA","Erythronic acid","Fructose 1,6-bisphosphate","Fumaric acid","Galactonic acid","Gamma-Aminobutyric acid","Gamma-Linolenic acid","Sulfolithocholylglycine","Glucaric acid","Glutaconic acid","Glutaric acid","Glutarylcarnitine","Glyceric acid","Glycine","Chenodeoxycholic acid glycine conjugate","Glycocholic acid","Deoxycholic acid glycine conjugate","Glycohyocholic acid","Glycolic acid","Glycoursodeoxycholic acid","Glycylproline","Guanidoacetic acid","Heptadecanoic acid","Hexanoylcarnitine","Hippuric acid","Homovanillic acid","Hydrocinnamic acid","Hydroxyphenyllactic acid","Hydroxypropionic acid","Hyodeoxycholic acid","Indoleacetic acid","Isocaproic acid","Isocitric acid","Isovaleric acid","Isovalerylcarnitine","Ketoleucine","Alanine","3-Aminoisobutanoic acid","Arginine","Asparagine","Aspartic acid","Cystine","Glutamic acid","Glutamine","Histidine","Homocitrulline","Homoserine","Lactic acid","Leucine","Lysine","Malic acid","Methionine","Phenylalanine","Pipecolic acid","Proline","Serine","threonine","Tryptophan","Tyrosine","Valine","Acetylcarnitine","Dodecanoylcarnitine","Linoelaidic acid","Linoleic acid","Linoleyl carnitine","Maleic acid","Malonic acid","Malonylcarnitine","Mandelic acid","Methionine sulfoxide","Methylcysteine","Methylglutaric acid","Methylmalonic acid","Methylmalonylcarnitine","Methylsuccinic acid","9E-tetradecenoic acid","Myristic acid","Myristoleic acid","Tetradecanoylcarnitine","N-Acetyaspartic acid","N-Acetylglutamine","N-Acetylneuraminic acid","N-Acetylserine","N-Methylnicotinamide","10Z-Nonadecenoic acid","Pelargonic acid","Norvaline","Caprylic acid","Octanoylcarnitine","Oleic acid","Oleylcarnitine","Ornithine","Ortho-Hydroxyphenylacetic acid","Oxalic acid","Oxoadipic acid","Oxoglutaric acid","p-Hydroxyphenylacetic acid","Palmitelaidic acid","Palmitic acid","Palmitoleic acid","Palmitoylcarnitine","Pentadecanoic acid","Phenylacetic acid","Phenyllactic acid","Phenylpyruvic acid","Phosphoribosyl pyrophosphate","Phthalic acid","Picolinic acid","Pimelic acid","Propionic acid","Propionylcarnitine","Protocatechuic acid","Pyroglutamic acid","Pyruvic acid","Rhamnose","Ricinoleic acid","Sarcosine","Sebacic acid","Selenomethionine","Shikimic acid","Stearic acid","Stearylcarnitine","Suberic acid","Succinic acid","Tartaric acid","Taurochenodeoxycholic acid","Taurocholic acid","Taurohyodeoxycholic acid","Tauroursodeoxycholic acid","Threonic acid","trans-Aconitic acid","Trehalose","Tridecanoic acid","Undecanoic acid","Undecylenic acid"
"MB0103",1.795895831,2.555171127,0.167910353,10.52012168,46.87964953,0.148659498,0.067113277,0.084420851,0.102839505,66.35209068,0.531125859,1.00899535,18.22945583,0.606077404,0.053594004,1.059655361,0.773503197,6.418378244,0,0.58213853,20.89680589,20.54990472,7.28020384,31.39634253,0,0.060397596,4.306878496,4.416118578,10.91643985,18.32873884,0.846896356,1.603983796,6.367669491,0.099635609,0.551126395,0.191835463,1.341301298,3.141545311,1.136173735,0.144606492,42.12809201,0.166995718,0.074508212,0.039227975,53.31232231,0.036549549,27.22829508,55.05793664,53.66048846,0.50535734,3.983679261,3.481818135,6007.573141,1.017166619,2.66612345,2.342729453,37.35143772,0.316074319,1.204733416,2.92612328,9.266204306,1.526862241,2.732866348,14.25108424,0,2.140894841,1.10816979,2.410517978,0.505092211,0.32630674,0.41997647,0.091423826,0.394275236,12.62497186,2.635652874,0.138902103,7.874960203,334.8502844,3.986167823,2.888602654,1.040421392,0.01508353,18.85706209,0.242189346,0.194002938,3.682591708,0.86788604,0.146026237,0.907608698,0.729893172,0.153839506,0.993574188,35.62139632,0.091778199,4.724784656,0.173382528,0.762311026,0.669841427,0.119366862,39.02655093,351.2589202,6.770619141,138.4830974,46.66603603,26.77661155,69.75623259,11.82570536,1183.883818,88.11259763,0.786064903,1.108011887,1021.146811,157.8553933,337.0807691,2.912035274,28.05210848,48.16592635,4.638506749,177.3779009,190.8145902,96.85624126,76.16444088,78.72372449,211.3238332,14.21254231,0.088389682,1.682168928,279.16167,0.235007072,0.323482542,0,0.05578815,0.21547847,0.0539411,7.537646007,0.112071095,5.295137818,0.118497548,1.236742662,0.42474073,26.53803373,0.537656449,0.015065875,0.726678412,0.427510902,0.86668724,2.472052794,4.544343157,1.451658709,0.494849298,0.50842139,49.81506653,0.261223202,208.0818117,0.282101119,68.13702285,0.281653968,19.39102118,0.149736845,13.90383298,0.501428396,0.723181856,89.08724273,31.8279125,0.172414959,0.962993239,3.738782042,0.169240364,0.318492184,3.928427341,0.228779527,0.037732026,0,1.179254584,1.090246851,0.087106095,13.26063184,112.4011748,1.407365627,0.167453605,1.688276135,0.062625673,0.71972898,0.346949052,64.181099,0.506868183,2.146987749,4.98137839,0.138408501,0.395864397,0.35092206,0.080969569,0.053751322,2.140396896,65.9446878,0.463084226,0.667882886,0.001414374,12.32170216
"MB0993",1.352579941,1.102004842,0.532911002,11.71486628,135.2858354,0.326070758,0.424400537,0.107175518,0.038394444,60.3274392,0.867541205,0.682455955,44.74070151,0.58475462,0.069260701,0.88978611,0.640275715,2.111080526,0.082788641,1.221947154,8.41500593,9.884306851,8.482907835,58.30264641,0.200218502,0.10478948,9.618028407,25.1036769,13.84588198,35.49547062,0.426946449,5.408136769,12.85469022,0.094425451,0.617209495,0.237284853,1.038069142,4.693083541,0.329919639,0.158333891,71.47023635,1.880167383,0.329659766,0.059035451,40.27531542,0.047092671,18.14625668,52.73825516,79.41053824,0.479195127,3.534609956,4.367296208,8028.112086,2.026721047,2.516608044,2.090104839,32.91928311,0.654989548,0.378276141,4.715988889,47.64087934,2.879941891,12.83233406,2.142545012,4.653741013,1.867890139,1.11603117,1.180099063,0.451492387,0.308996785,1.358208436,0.01785082,0.323203555,10.64658762,0.627064484,0.127800817,25.53231225,515.5052201,1.74919747,0.804781745,0.155009376,0.062278792,14.33790851,0.38428351,0.22689766,4.126934314,1.143323312,0.19528464,1.31945939,1.007941453,0.479613546,1.236650419,35.39143628,0.078850944,2.779134934,0.033762969,0.412646601,0.962229659,0.101059711,89.6612943,680.9084514,16.4527506,167.6403248,65.05076076,40.9339216,42.71675047,20.53516923,1587.731191,101.9017602,0.43899358,0.242451119,1250.244702,214.8151467,362.4014186,3.291460617,60.09911943,60.23043849,5.109398015,256.023027,254.5604013,160.9506077,146.2118069,116.2628302,239.9129466,15.1580042,0.111466193,2.071826392,243.3107202,0.355682764,0.145453328,0.049767846,0.096468274,0.378502342,0.084625341,6.713951916,0.6627162,6.23274054,0.138318011,0.238727414,0.364788947,32.65685281,0,0.024180924,0.640662339,0.456043655,1.238357391,2.806326334,3.888542034,1.74386374,0.519667786,0.490049122,96.4771002,0.462032172,191.3857379,0.679306869,107.3470162,0.238936772,19.23746552,0.152406436,12.20087636,0.088549721,0.355877683,91.43535008,40.04123185,0.294820418,2.371446692,2.814660416,0.279699661,0.415745593,3.301656842,0.315696626,0.043568902,0.025532372,0.488521209,1.768103277,0.085938876,22.63385945,98.95336992,1.271101372,0.163947796,4.244572569,0.010248909,0.750919322,0.442950006,68.81333051,0.692585324,10.02936481,6.08054394,0.051176112,0.150397272,0.118612718,0.083679341,0.048348652,1.643092983,45.79583223,0.480973545,0.710871639,0.0016389,30.12546287
"MB0396",3.96488994,0.572371458,0.58685633,14.4139079,78.80666295,0.181164678,0.174264261,0.169093093,0.11029172,122.4857465,0.988753802,0.023853145,41.74402334,0.300044119,0.061688497,0.717060686,1.067902638,14.33689433,0,1.862952177,13.73073111,25.48192831,7.027523482,48.46612687,0.201281156,0.284197464,8.38594849,10.57985123,17.34327988,34.3835724,1.772836063,2.42397001,15.19982507,0.151143111,0.606247527,0.14377788,1.299899411,5.093635054,1.327019177,0.214339496,48.29853494,3.220979011,0.112632102,0.09146547,77.04016606,0.047573478,39.01913377,51.40170008,59.52169766,0.356902229,2.94044244,4.61445457,6985.425754,0.605497691,3.197004443,0.108991134,63.96949173,1.091095332,0.104115729,3.419388101,31.28056419,2.845878069,8.397724836,52.38550313,0.73734571,3.205004221,1.138978338,2.136458047,0.436956309,0.309796017,3.382253192,0.041376926,0.420472183,8.220111423,0.641489306,0.162147082,8.34666218,371.6089047,3.876604236,2.990738515,0.003516935,0.070290367,13.21119401,1.222780164,0.208269442,4.085013623,1.20874047,0.286378893,0.612459299,0.912544037,0.183424164,1.199149422,38.81792443,0,5.551556069,0.222127512,1.380549786,0.824396228,0.136318027,82.82025793,475.8563596,8.775301504,169.0860386,49.22218524,44.25209821,76.69493626,18.89083351,1382.209406,107.9596745,0.888032418,0.859073388,1246.864144,214.7251363,386.5725622,4.144707488,41.1167585,52.17966042,5.188124828,206.3903501,199.1652257,121.7543396,88.50989536,96.19851896,215.3327393,24.67383703,0.272601472,3.294192713,460.8156426,0.314348243,0.133361195,0.028836985,0.09659732,0.323519065,0.092211711,8.324734676,0.533832291,9.497887609,0.137173308,0.215334419,0.882313942,69.9404044,1.094811221,0.032713617,0.6593028,0.435835377,1.076553848,2.737658849,12.17551488,3.155581676,0.518245428,0.506374023,99.45699105,0.738933888,278.8299241,0.516408619,103.9897673,0.489049444,18.83779427,0.067723046,12.80058584,0.22316705,1.468005459,107.1759251,70.04334871,0.290666989,2.285469874,15.1498903,0.331049231,0.366626357,4.29990025,0.008503314,0.039079017,0.204117758,1.400639068,3.374123378,0.095058458,17.55021068,106.5552123,5.277734093,0.196985385,2.983476603,0.100476015,0.689564626,0.673789449,64.07717495,0.683666307,14.47692107,9.202925069,2.153487956,0.263140096,0.239978289,0.090765469,0.069560582,3.402143444,91.07338092,0.467747302,0.645888862,0.00144478,7.930311428
"MB0096",3.519090769,0.67820433,0.493338056,21.07664498,74.45255225,0.217042397,0.08658667,0.066100802,0.067225816,83.25540545,0.89717046,0,30.59397287,1.262952569,0.052390208,0.94429466,2.491168522,6.650049218,0.20135211,1.100213002,6.800098352,18.14851029,14.80762182,36.64933322,0.004956445,0.108163816,6.744283715,10.00451544,13.60468986,30.80491854,1.014627262,3.585189955,11.17731493,0.103145341,0.546931399,0.202816615,1.23355314,5.637559937,0.788138226,0.236222482,30.91804692,0.224742531,0.093020545,0.095998877,49.71071245,0.125352161,24.92668579,43.66010047,44.38909229,0.609211461,2.973901434,4.830227045,5083.386369,0.37836228,2.630947192,1.171884751,44.10581836,1.045100018,0.01031134,4.896197051,49.12815264,3.502751677,11.49537319,17.35275492,2.793318747,1.862361895,1.161269009,2.871010557,0.503163741,0.309258112,1.608689483,0.038179052,0.391134468,12.57393091,0.907577253,0.095845703,7.88857791,279.7547586,1.124891631,1.109787038,0.002270183,0,10.81577268,0.210474147,0.187046989,4.327649842,0.643632886,0.265112764,0.701093911,1.009121551,0.17401778,1.415738149,52.28222875,0.003153816,2.720091092,0.177087136,0.711912423,0.82411325,0.129878327,65.91381285,403.7107365,5.466221207,143.4779878,40.73499044,27.70631916,70.58534295,13.5082203,1019.021099,88.8353022,0.556158827,0.837896452,1387.467958,164.6613814,301.3703204,4.495989489,33.35543457,31.45906344,4.633177175,203.6004057,152.1114602,78.061502,81.8124995,70.60139904,173.7967329,20.29842917,0.223205748,2.918335403,406.7511195,0.299235289,0.333349321,0.023348294,0.107970491,0.237130119,0.049236663,4.339759036,0.373093295,8.555865031,0.127819973,0.305777338,1.420462354,168.8945517,1.327407328,0.025534801,0.837540634,0.431602122,0.936194061,4.21924225,4.664466587,2.212222931,0.592424085,0.498498209,85.05814349,0.771530489,237.6660261,0.41991521,63.20814568,0.129646686,18.19587317,0.284899475,19.43305552,0.522149087,1.075424955,84.08293064,88.1704932,0.245758994,1.645261347,6.300019943,0.440323134,0.314891226,3.769461026,0.119589653,0.023104735,0.07466366,1.20050397,1.154864623,0.099985485,11.8333257,246.2836655,2.983993986,0.192948334,2.920103934,0.086259855,0.618602147,0.362723237,37.90153752,0.361288539,3.970464663,7.809729894,0.298230259,0.073062886,0.119681533,0.088147285,0.051396415,1.474585816,59.88353372,0.464361356,1.145562939,0.001777559,5.973734389
"MB0801",2.35968695,1.264392897,0.739950646,15.15008542,72.19987209,0.266708381,2.813761566,0.254626798,0.407758319,90.51215306,1.330823924,1.191496853,36.19122883,0.920921321,0.08010335,0.925183768,1.667493159,6.179558846,0.057633307,1.133221356,10.00213432,9.872250823,9.515902275,37.96273309,0.156252635,0.100076752,7.509612328,13.75511949,12.53716921,21.97040785,4.682182452,3.560326163,20.77425251,0.293676627,0.341923607,0.184190615,1.358694888,3.649525407,0.969520035,0.277807232,52.29307489,0,0.036554611,0.106110413,39.71727679,0.050495151,16.65607825,47.96492165,37.35032821,0.562410774,4.151312331,3.385286641,6608.885129,1.938745174,6.133303805,1.601255343,42.6797184,1.953579968,0.682728817,4.110999488,22.4593591,2.208286719,6.754318164,10.37558399,0.980564009,2.500946018,1.143936509,1.41684,0.499573004,0.324347932,3.504843548,0.636319477,0.367560552,14.70412841,1.135309615,0.344594247,16.80131638,456.7978779,1.636102753,0.716546999,0.580880541,0.063236178,6.583022336,0.160179748,0.254632469,3.028917519,1.247960033,0.305730059,11.56790682,1.30577587,2.74528459,2.097788071,141.6155001,0.077971884,4.467445288,0.3751966,0.519968216,1.069908248,0.108662474,74.77505054,474.6678147,6.8004077,194.8603533,55.57467028,56.47563179,38.01249651,19.45747717,1196.658147,121.7951183,0.483752638,1.020170026,1319.703903,230.1842431,400.2138533,2.932490996,51.68861484,59.01515563,5.825903273,250.2400381,208.4054424,131.7583208,118.5481572,111.020714,218.4796911,17.43687337,0.377406884,3.648892587,296.1635345,0.306121488,0.186082749,0.04506849,0.164132466,0.498266098,0.099961517,6.72477277,0.503349616,6.718210844,0.140943257,0.412068416,0.853647468,29.91773915,0.291644532,0.031965648,0.850265026,0.420768342,1.457650153,2.993152073,53.42266795,1.884990435,0.451806224,0.493861411,98.04576656,1.524229354,222.4440728,0.484418177,252.6616705,0.218388381,23.65313663,0.178262451,8.820916325,0.351512609,0.51373873,101.553161,45.11459703,0.288640519,1.542029129,54.13679058,0.412726825,0.537074718,3.789844354,0.264737312,0.05368036,0.065130185,1.531502531,1.552263719,0.215953248,21.4963276,100.093665,1.261938725,0.194761976,3.621955423,0.196505463,0.75334953,0.40402406,86.51947517,0.704012624,24.01642586,6.590230971,0.082627336,0.321195289,0.090989777,0.075667573,0.043325784,2.020498317,46.28555246,0.44748042,0.517183719,0.001201198,10.04817339
"MB0442",3.750341388,0.750313332,0.406955385,9.103544049,79.88943509,0.150658236,0.168282393,0.099593113,0.143838452,177.7920541,1.11547366,0.104332564,30.70555626,0.823791468,0.118614015,0.992342659,1.004814155,6.110691506,0,1.091095371,38.02305822,35.06624606,12.58558541,29.09372291,0.198890056,0.062520475,6.334687008,10.37480587,13.07375541,34.41521737,3.666687628,3.274842905,11.35335697,0.163571578,0.566749929,0.203066099,1.305685792,3.781135261,1.062851883,0.190593112,44.03182517,0.586416013,0.070373673,0.085991312,50.81382869,0.064494057,24.51513232,44.74477143,74.74367547,0.35577902,3.027232221,4.699027092,6531.067709,0.494806781,4.558412648,1.34588801,36.18901425,0.522533165,0.380878129,4.705241092,27.14735723,1.937228547,7.183016474,11.93976511,1.405592161,2.410413368,1.213338808,2.567875173,0.436779469,0.334778542,1.294131602,0.043106484,0.332080136,11.2392749,1.536811768,0.131572489,9.800298028,340.2436258,0.526740377,0.925606553,0.02144455,0,17.44310858,0.181289111,0.174085221,3.325220753,1.52770544,0.231387929,1.151483551,0.741408113,0.286266724,1.14486102,42.07739014,0.011137003,4.48931104,0.190050701,0.740972127,1.217954679,0.222103165,65.09576558,325.288711,9.394597068,161.5057798,40.27533864,42.98535592,82.59884692,19.25801116,1055.721376,90.571257,0.640449766,0.554321691,1154.296109,177.4990475,438.3749525,7.481922161,32.48381375,48.28017424,5.853900136,174.3884141,194.1592177,119.0128483,74.17732175,79.3344882,202.0911501,21.23558634,0.161554179,3.160353246,453.5316422,0.375767437,0.231823437,0.031244529,0.089146671,0.245251436,0.114715861,6.142013975,0.439806683,5.882781069,0.188183887,0.568019386,0.757337153,38.66745448,0.852341626,0.023016593,0.674863044,0.438067702,1.074529854,2.356400458,18.76833789,3.018784408,0.467125287,0.521212491,80.64137107,0.438556158,264.1328201,0.462849263,127.6515218,0.084797429,19.99725663,0.202799406,12.28066705,0.529378253,1.695496059,111.1607814,62.12044028,0.282149416,2.0604667,19.07672382,0.22828786,0.34334918,4.931145367,0.071997229,0.041462583,0.051611103,2.129190206,1.311884276,0.098929692,18.52924653,136.5996002,3.235362749,0.180775957,2.106814772,0.074801676,0.778770773,0.665990851,73.05920297,0.520983014,13.004343,5.793834621,0.073714061,0.075911014,0.029109637,0.091493888,0.055485872,2.087687254,57.1545211,0.489921047,0.656208058,0.001025582,39.243707
"MB0183",2.8712664,0.746136327,0.624162542,12.48237144,90.680351,0.191516158,2.664555849,0.101646838,0.407060296,413.5304443,1.103129872,2.459145816,45.81353578,1.268268886,0.056208875,0.626019417,1.072103521,6.757379688,0.080799654,1.960393963,51.95492363,28.06499832,12.06835202,40.56884719,0.229613149,0.177372614,10.28657811,15.4007932,16.33561271,61.84694449,1.527878531,3.967725628,22.65591292,0.293956122,0.582301012,0.204761698,1.400847295,4.614546722,1.103984949,0.280760701,44.67947671,3.733875201,0.530046918,0.161190359,50.0167554,0.043744813,20.77975276,64.33839789,58.43696273,0.529083004,3.720097409,4.589320292,6580.111479,0.957859046,3.781323196,0.959536874,38.37508392,0.702496689,1.755094048,4.621213972,51.12680302,2.63731652,15.02635795,16.29691364,2.50008922,3.741787853,1.171856112,1.790445985,0.45918855,0.230299283,3.309700469,0.338537083,0.395119807,12.70894584,0.539069312,0.130498874,18.26278115,348.1818019,0.522796314,0.400325229,0.142826587,0.051704085,5.985940585,0.04277037,0.228971312,4.521494121,1.015944418,0.209296291,7.737696404,1.069987077,2.605997446,1.172897181,42.01191724,0.206402476,2.764031744,0.508751999,0.546986841,1.213637798,0.19386718,96.28190002,402.6040328,8.14290117,190.0033488,53.95082851,44.89226904,46.21800628,21.28975999,1363.173362,122.7468317,0.489935517,1.04373313,1294.983458,241.9836154,431.032069,3.57383117,42.6497228,48.8191355,6.608685206,270.066778,267.6119908,149.7653431,109.8773747,113.0148352,231.3731235,23.37767922,0.307514827,3.822125308,524.5207135,0.406541848,0.177043772,0.030410384,0.095954007,0.327537772,0.092506661,10.43602113,0.688103227,5.461573057,0.127488981,0.200860956,2.281131971,76.98163943,1.235131526,0.033059392,0.649544352,0.463185452,1.402446399,3.214769366,18.82622775,3.728302174,0.459762768,0.502973081,121.9578238,0.400996542,286.3831225,0.572868877,109.3055846,0.175153788,25.39108197,0.309347126,15.1686746,0,2.326814226,76.55549256,66.63601789,0.271729683,5.449512224,19.02252882,0.264861498,0.435107199,4.50354088,0.26313936,0.0617789,0.164323193,0.826432626,1.637335291,0.131117042,20.46630002,82.23411802,1.65338097,0.208404216,2.394640482,0.223121522,0.690204295,0.388841642,46.76454607,0.502992138,20.22055452,5.569375791,0.08998738,0.050829303,0.028660869,0.077883105,0.041630393,2.881727137,59.57455898,0.472433843,1.125681685,0.001540486,23.51899724
"MB0812",3.173529532,0.640744682,0.185752438,16.56604099,74.77392123,0.245258595,1.164668957,0.077273835,0.017240531,173.592728,0.664394527,0.814483131,36.57101442,0.174250015,0.031933273,1.034260032,0.946339278,5.535888876,0.110700989,0.938924257,17.85810156,18.33604754,13.91401012,50.94741483,0.216078111,0.111928442,6.925361849,5.597783757,14.96519153,27.21796598,3.806763039,3.883674059,9.58327293,0.098582866,0.50476175,0.199286271,1.149759091,3.253705426,0.706246712,0.136713205,35.44798236,0.043622389,0.075907412,0.082094651,68.43038073,0.050274589,35.93774182,37.7142741,51.94553625,0.505167297,3.428333561,4.273163319,6148.201852,3.337700253,5.708430737,1.292817177,41.09428174,0.637122313,0.562412622,3.749551276,9.986699398,1.446414436,3.727548626,15.07284661,0.184502343,2.293349019,1.161508456,1.550622911,0.448249427,0.281589553,2.695922668,0.468229003,0.365028688,17.47217521,0.676270945,0.137705338,17.16471492,443.323426,0.895453214,1.370935436,0.332594822,0.05731529,7.444026557,0,0.231875434,4.19118499,1.231415398,0.211566001,2.501789913,1.104977203,1.212944749,1.596344748,30.44103119,0.08970797,0.976393397,0.518353425,0.867488778,1.044512043,0.156207725,73.22734537,386.6269928,6.872215399,141.418447,44.79721835,32.53705696,43.33874093,15.8099908,1120.068984,91.19105787,0.459072725,0.760846842,1009.51502,170.7753437,350.7902884,5.001140287,41.81599991,43.22391353,4.320088635,204.4061745,230.9584486,141.5402107,96.71869528,98.77883427,180.3217311,18.71208084,0.136081779,3.772601562,469.3352572,0.292673813,0.252122553,0.043201197,0.112646191,0.13674128,0.107503029,7.531491747,0.581762069,7.177892695,0.13696772,0.267072746,0.531501393,70.58228457,0.773832648,0.02198865,0.716890369,0.456138885,1.087930512,1.912695374,32.3406567,1.840706194,0.441290716,0.524451747,85.66912382,0.4956585,319.9916986,0.408498547,81.52065886,0.099197578,22.84700889,0.181962382,17.12381204,0,0.477879184,107.9391145,73.78757617,0.196689271,0.207329494,34.78047432,0.352809219,0.452737399,4.727008167,0.306298296,0.02359268,0.080022969,1.145946098,1.193889615,0.096007953,16.21452145,155.796893,1.418313529,0.565412483,4.397116222,0.015381914,0.656505573,0.314534331,70.20842118,0.393164364,12.73256396,6.812634937,0.078983442,0.055744444,0.123201731,0.111047592,0.041421676,1.937379327,82.47048622,0.510830564,0.723016394,0.001185802,14.72959122
"MB0867",3.463738981,0.783488232,0.246380431,13.12254792,71.46074135,0.270984427,1.122446878,0.114867468,0.081323869,94.4965578,0.601586412,25.05173456,40.76765994,0.69358388,0.054901982,1.528930076,1.146370292,7.081796447,0,1.615045407,40.31589412,35.70440876,9.240721834,36.48651402,0.12245989,0.097632257,10.77334821,9.48398523,19.00009967,31.02239583,2.362467922,2.373120738,13.13380644,0.190769274,0.566072387,0.120097337,1.361316785,2.818122023,1.803258665,0.294381503,47.76911534,0.848553736,0.069168326,0.191965505,55.47359194,0.070869566,30.90490659,56.27177474,42.95365523,0.431896373,2.731386071,4.324720628,7456.24425,1.060887274,3.132159776,1.617527539,42.38088342,1.082534344,0.392737259,6.264624523,21.95375688,3.367567171,7.375132803,16.78754036,1.302271227,3.211438705,1.147406669,1.670150404,0.436034233,0.12237271,0.880005876,0.099011293,0.312198717,12.51927331,0.960448602,0.119933177,9.797600766,378.9126448,1.764686358,1.318690625,0.039897693,0.038685551,18.74148549,0.479469999,0.206058234,5.07663639,1.73561767,0.291754214,1.48927911,0.88270897,0.921270498,1.368581397,58.23094492,0.000358074,4.526423975,0.262131418,0.569727338,1.087164067,0.160310349,88.14818026,490.1629779,8.723695361,188.6453465,44.48980136,34.65466899,112.7717349,15.58868595,1367.801269,99.72890832,0.433931515,0.72972057,1017.629199,218.5612392,411.2367609,3.212996994,40.41461495,53.68534244,4.820917944,289.2154151,218.137609,115.3283125,100.171575,126.4646329,295.7996239,19.90519768,0.280470153,3.018067625,445.8218526,0.360409252,0.253987435,0.012220619,0.087669256,0.288059641,0.08445419,7.85401646,1.035141921,6.466736488,0.111188341,0.398436159,1.034392938,54.29398872,1.061348477,0.032292463,0.825246817,0.423254695,0.841119205,2.213744671,23.83584568,2.90225892,0.502208199,0.499473726,100.6059591,0.685464154,277.7394012,0.632505219,93.74614304,0.19610523,24.57674285,0.257799127,13.04169801,0.887337417,2.071331328,124.6104865,72.71909603,0.319093503,3.071258502,24.24144755,0.329417019,0.432914917,4.751396231,0.09242072,0.03940583,0.168342596,2.157632444,1.483338492,0.113309766,18.27744737,141.7575996,1.795394709,1.649978795,2.991930743,0.099446626,0.730858278,0.358644818,90.20835896,0.574102029,12.54878639,6.238912448,0.125074679,0.154980076,0.111654736,0.078092916,0.060046045,2.797741032,60.97487708,0.451142369,0.719176515,0.001702327,17.15004674
"MB0829",4.771873019,0.479254845,0.082607094,13.50788579,77.10902984,0.336974488,0.280211756,0.090876016,0.092541889,298.7550214,1.079513592,0.68810939,32.31443104,0.433826778,0.059650804,1.162144186,1.883460306,13.31089399,0,1.385661387,32.32970596,53.26207097,9.175798153,30.78745801,0.080072394,0.080757898,10.41592273,10.83183892,13.43865279,43.84481061,2.128675311,4.025307208,13.42013052,0.127392,0.641713762,0.197848436,1.365256866,5.934889079,1.402825999,0.242979209,35.41457226,2.647987227,0.299400229,0.174285904,73.28300116,0.083852046,32.15277981,58.59250359,27.47110764,0.444930787,4.675197179,4.106513281,7737.935789,2.860865644,4.300338058,2.566697278,73.1382631,0.949758098,0.358361621,8.021489975,29.61332098,2.685927066,7.988028914,48.04978513,0.547457161,2.708033805,1.154516082,1.657524725,0.483729976,0.309354881,3.26675993,0.074315618,0.384423443,12.35875782,0.618691533,0.100697932,11.92646844,375.2568878,4.050197091,2.387306654,0.137637836,0.033669918,17.78282216,1.127813872,0.229326457,6.425365902,0.847479791,0.280860533,1.235947426,1.613432466,0.275244675,1.468143177,61.17250376,0,3.004066824,0.203206158,0.993588786,1.078589162,0.182424504,65.38604775,438.8897772,6.511246352,162.0894857,49.5693972,50.39742255,117.8945552,24.74649837,1301.443453,108.980482,0.694776929,1.147469509,1192.589402,208.295188,426.8699927,4.172637016,43.83815018,54.24633311,4.865976809,298.2984559,222.5401788,124.7931027,79.61047321,123.3225778,230.8768067,19.0478662,0.25098144,0.041952999,522.3693573,0.376018371,0.21222872,0.011270469,0.094443906,0.363520767,0.138145113,5.073929253,1.331833814,5.417123584,0.110029208,0.252571663,2.139477854,69.69416794,1.45042134,0.035370548,0.768882061,0.438292022,1.14006203,2.678001885,23.3006028,3.21357354,0.597007907,0.50588287,88.93005915,0.622672217,319.2089004,0.590502586,87.91640243,0.366116235,21.28588702,0.148192618,14.29894598,0.722946113,1.956804069,94.123608,92.86330351,0.289142722,2.237302825,21.82873182,0.411390198,0.327664683,4.56457654,0.113458345,0.063599275,0.206873356,1.077471395,1.101191758,0.051632002,26.71015338,87.28542148,1.406236003,0.380163342,3.044992555,0.081168566,0.932190086,0.395994477,38.46631855,0.538728411,6.97933416,5.801088879,0.050720685,0.245374643,0.069756758,0.104135524,0.07501755,2.624319902,72.33791811,0.469628441,0.865930624,0.001724979,22.92734583
