"","alpha-ketoisovaleric acid","Vanillylmandelic acid","Uric acid","Tyramine-O-sulfate","Tetrahydrocorticosterone","Tetrahydroaldosterone-3-glucuronide","Tetradecanoyl-CoA","Taurine","Succinic aldehyde","Stearic acid","Sphingosine-1-phosphate","S-Adenosylmethioninamine","prasterone sulfate","PGF2-alpha Ethanolamide","p-Cresol sulfate","Palmitic acid","Oxalosuccinic acid","Oxaloacetate","Oleic Acid","L-Valine","L-Tyrosine","L-Threonine","L-Leucine/isoleucine","Linoleic acid","L-Histidine","L-Glutamine","Lauroyl-CoA","Lactic acid","Indoxylsulfuric acid","Hippuric acid","Hexacosanedioic acid","Heptadecanoic acid","Glycocholic Acid","glycochenodeoxycholate-3-sulfate","glycochenodeoxycholate","Glycerophospho-N-Arachidonoyl Ethanolamine","Glycerophosphocholine","Glycerol triundecanoate","Ethylenethiourea","Dodecanedioic acid","D-myo-Inositol-1,3,4,5-tetraphosphate","D-Glucose 6-phosphate","Creatine","Bilirubin","Arachidonic Acid (peroxide free)","Androsterone sulfate","5-Methyldeoxycytidine","5-Methoxyindoleacetate","5-cis-8-cis-Tetradecadienoyl-CoA","5,6-DHET","4-Hydroxybenzenesulfonic acid","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione","2-Methyl-3-ketovaleric acid","2-methyl-3-hydroxybutyric acid","2-Hydroxyisocaproic acid","2-Hydroxyethinylestradiol","2E-tetradecenoyl-CoA","1-Deoxy-D-xylulose-5-phosphate","16,16-dimethyl-6-keto Prostaglandin E1","Thiamine","Sebacic acid","4,7,10,13-hexadecatetraenoic acid","(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid","10-oxo-nonadecanoic acid?","13,14-dihydro Prostaglandin F1alpha","13Z-Docosenamide","15(S)-HpEDE","17-phenyl trinor-13,14-dihydro Prostaglandin A2","1-Arachidonoyl Glycerol","1-Linoleoylglycerophosphocholine","1-Naphthylamine","1-Phenylethylamine","2,3-Dinor-TXB2","27-Norcholestanehexol?","2-Linoleoyl Glycerol","2-Methylindoline","3-hydroxy-pentadecanoic acid","5b-Cholestane-3a,7a,12a,25-tetrol","5-Methylthioribulose 1-phosphate","8(S)-HETrE","Actinidine","Anandamide (22:6, n-3)","Carboxynorspermidine","Chenodeoxycholic Acid","cis-5-Tetradecenoylcarnitine","Decanoyl-L-carnitine","Dihydrouracil","Dimethylallyltryptophan","Galabiosylceramide (d18:1/12:0)","Glucosylceramide (d18:1/16:0)","Guanine","Hydrouracil","L-Arginine","L-Asparagine","Lithocholic acid","N,N-Dimethyltryptamine","Palmitic amide","PC(14:0)","PC(15:0)","PC(16:0)","PC(9:0)","Phosphocholine","Phosphonoacetaldehyde","Phosphorylcholine","Pregnenolone sulfate","Pyridoxamine-5'-Phosphate","Stearamide","Taurochenodeoxycholate-3-sulfate","Testosterone enanthate?","Tetrahydrodeoxycorticosterone","Ubiquinone 8","Urobilin","alpha-Tocopherol","alpha-Tocotrienol"
"HK0021",9973.1709,33830.2038,171023.5474,68621.7187,8579.6505,2907.9652,4115.4478,38006.274,7751.1248,66197.8037,20491.3838,8767.8107,220766.8739,26283.1705,378658.3513,12176.4636,23402.1178,183515.763,20350.9074,11502.0974,5932.6065,6747.8104,8840.5805,18310.3394,25698.9793,47595.0002,2839.2973,82903.812,28835.2462,3885.2485,117080.888,10123.0419,38999.0871,8762.4698,24040.2564,14309.6306,11569.4115,4292.9213,10269.7025,22176.5975,28928.3785,54025.3262,20779.8365,16765.8578,3442.8308,127867.0353,32078.0471,13949.9666,3570.0671,3946.5504,191203.0754,10483.4938,279478.8586,48190.2668,11272.6306,156790.6372,5378.2032,16259.7408,8388.4307,6479.2122,16874.8524,9828.2465,9329.3275,18870.5946,172023.5612,42781.9907,22942.4634,12464.6161,11793.6895,158232.8613,9982.9035,817947.9105,1005.945,345889.2236,82648.4872,13463.0997,560.7529,6373.5021,5218.6322,7479.9019,18192.6673,1027.4564,13293.519,3816.728,13407.6852,12262.3997,40964.2662,29286.9369,460016.4151,6416.2221,129.0816,2791.1132,19251.1262,4109.7745,14659.9853,13705.8681,1722.1931,2693.6242,1816.8119,272871.8629,1077537.596,87348.116,6045.1972,12064.1437,12744.093,11357.8535,4252.3611,5589.0491,4113.5208,32460.4767,15723.1223,1965.7649,2362.3923,0
"HK0024",10344.848,28883.2365,171712.783,78887.3931,4607.4654,4542.6783,5134.1237,30075.4944,6375.6476,77489.3969,13198.316,8402.4013,149860.731,28083.0847,1151546.483,9549.7498,53240.2908,15986.7225,13289.8864,8870.7222,5966.7573,4701.8103,6511.9812,10183.6621,21732.0234,55396.1905,867.431,83472.4733,96805.051,7991.8355,130723.0454,14416.2218,34671.5786,9193.7757,35743.791,13215.2481,27671.1492,3913.5142,13813.7077,27029.5598,27837.6667,32473.2295,15412.8211,36353.0918,1625.5503,51284.5116,65259.6525,11158.8077,3832.5216,5276.5389,120562.9273,5812.3155,235327.2799,37771.0234,9327.877,224888.2573,4351.7673,10452.0771,9848.3672,36993.4111,10947.6969,13371.9773,12898.5903,24591.9795,156801.5107,118143.3279,35825.4965,16660.1946,16676.0069,225712.2994,9487.4574,859135.3279,1143.9578,465699.2938,122741.6237,13076.957,116.5076,14768.6642,5955.3886,6466.5481,19469.9196,827.7562,13657.1506,6350.4395,22584.003,9003.2746,54763.5646,22477.5929,249766.4968,9550.3026,247.94,2244.4041,19314.7575,3620.5105,14888.4035,12850.6054,3518.3556,4974.6456,2951.3258,340744.7168,1025702.555,72498.415,5841.4559,10288.0142,16607.5957,10478.1881,6264.7508,12407.0584,6545.0473,47239.4001,9499.1851,7200.0116,7082.9726,104.2004
"HK0025",11875.7005,44955.767,236781.0877,68774.3692,2222.7334,4712.3783,1841.2528,21811.5785,7212.189,67311.9735,11068.3769,5225.1077,493846.0329,23422.9778,458452.2343,8185.5232,29066.738,178947.7666,6373.6821,11350.4611,6684.2854,5056.7007,11097.0292,6389.2806,21272.5285,52689.6214,0,73716.8599,75129.9793,2381.871,111737.5771,9934.3119,37887.1907,8710.1129,19997.0934,14064.2165,19892.236,2774.8375,10714.2323,26171.0861,24767.9888,13436.4915,28145.6636,10350.2361,686.2294,162290.8992,38570.385,16887.7073,3319.68,2796.4252,257028.9504,2838.3491,376153.7842,47669.5996,14124.5001,247625.5539,656.4104,4700.958,7156.1601,20235.4203,27804.768,8306.1751,10053.3493,20685.2917,139966.2645,40607.9438,23353.6205,13957.8554,14833.6341,104939.1552,9464.9379,751282.083,535.0725,272667.9092,84741.0386,23482.3887,559.5233,4751.8685,5158.5085,5770.4686,18218.7807,705.4505,13991.7926,5115.7617,14117.7903,13558.8108,35227.7195,16837.8615,41306.2606,7484.2305,284.8159,1574.9367,21140.3562,3672.11,12389.4659,14162.6275,2658.8125,2843.7979,1490.4731,205390.3772,862677.255,49176.822,7125.702,11747.9829,9849.1044,11308.3594,4013.6816,5618.0943,4898.7284,33211.8644,1654.4781,1563.2628,476.185,106.79
"HK0028",16385.3387,43740.6477,180290.9661,86133.3779,14261.3465,3182.0069,5227.611,45506.1303,7219.1984,85946.0011,13095.0504,11518.9903,240037.7281,23062.3491,322420.0003,11617.978,21317.4121,17376.2238,23081.7712,14862.0507,7889.6337,2575.2329,12980.8452,37154.5018,28792.2686,65125.651,1792.0156,100770.387,49914.8636,5726.8044,89879.842,17447.444,32756.459,12459.3381,23771.5765,9160.3649,16998.3756,5822.1732,12864.3766,7828.0375,33601.791,19649.5688,24340.1547,15479.8913,6786.9411,87277.943,30299.4416,10394.4414,4350.5849,6535.3976,121400.8337,17340.2491,321071.1198,28609.5007,10477.1111,135339.57,4232.1448,6460.3955,11393.6801,13719.5625,13848.31,7493.2365,8143.5087,22464.359,201585.1506,104167.0896,30953.5913,15562.7092,25647.4881,350921.1838,10540.0127,790951.8925,643.511,296303.3008,105807.2078,14414.4782,478.0081,18480.4513,6895.5574,8399.4537,17440.3615,1101.7301,12387.7609,8131.2599,18106.0267,14916.5014,25839.1112,21695.6529,681766.0102,8126.4405,108.373,3218.5333,18336.8226,3142.4205,18633.1448,11997.2277,3590.4438,2744.1889,2926.0687,478012.0519,1228581.212,116359.0509,9080.574,10483.9318,8474.9766,12384.1227,7321.7723,5681.2459,5195.5706,37830.8126,22073.1548,8077.3686,9726.5796,0
"HK0029",12056.3525,38925.1302,181439.3494,79506.1462,8092.2587,3446.9651,826.7432,32958.9826,8241.8936,64531.2174,15943.9578,15957.4276,443169.2075,25844.9108,1834659.573,10504.5378,80967.5251,168761.1167,19613.9238,12600.3452,5588.6653,6731.5064,9746.8659,22718.9692,24925.4136,50772.8681,223.8624,75789.4655,126545.9537,19446.1439,116386.8695,9288.5386,35995.6023,6089.3777,11147.8774,15276.9831,13969.6127,2851.3188,11032.6151,23249.6136,30728.3873,42686.6017,23588.1055,45869.0281,3826.564,213791.7385,24503.5697,18691.3663,3104.1173,3779.2567,380929.2159,12126.0107,351832.6172,40178.8914,17792.8077,108751.4655,0,19216.4675,6086.8338,52168.1901,19539.065,6483.786,5735.9543,20431.0157,156089.2966,43308.4528,13987.1869,9662.1138,11469.5764,46159.705,6513.8213,824804.3075,117.5304,303228.5814,47763.8605,20544.2423,165.7114,2904.0361,1706.7445,6965.172,18764.6659,957.6672,14035.6468,4273.7969,8229.5807,9129.1025,20394.938,15932.1865,20713.7345,4735.9792,261.7992,2942.3098,21384.188,4075.8858,13475.6404,16110.7314,2151.4542,3050.5384,1100.2604,139686.6237,1078837.729,20899.2131,1953.2844,9981.2396,5487.5346,9493.5231,4211.6583,3310.971,2440.7195,33772.425,1299.0322,0,105.8219,0
"HK0030",10206.6672,28073.0174,183869.9147,87675.3145,10189.3229,4185.5853,546.4649,22510.9312,9340.1695,77994.4595,15004.0252,14070.2304,325699.7902,31137.2071,377218.8763,14406.2818,24823.1476,10283.8446,23222.5047,10894.1811,9212.3158,10001.4403,10241.3049,34241.487,28470.0847,59361.6898,154.9701,79471.3105,92775.8709,34604.0146,161720.1835,27372.0824,34691.7014,22737.4674,66769.5379,15944.4264,11210.4467,9933.8231,12097.4199,22010.78,32814.8886,22740.6221,17130.4747,20369.6251,6394.2598,209552.1546,30216.2954,15381.9209,5259.2674,6418.3021,87936.5911,16219.2993,232120.8945,40893.9475,9491.9789,191351.1293,478.7054,12447.842,10189.0052,34859.338,10268.5298,17846.0461,14268.5999,27971.561,179397.485,136233.6458,57589.0425,27357.4038,44658.7765,676097.8102,6601.2768,878336.1585,2725.436,865610.0599,207620.9568,15815.9842,266.3763,25569.0035,10845.4953,7963.3692,21079.8653,1065.9468,13107.8696,7979.0001,35988.9128,19776.2605,75989.0111,32084.5577,15613.4238,12357.6211,208.9752,3325.5599,22743.1761,9586.6714,13944.8754,15847.8106,3635.3942,13067.2251,7002.6949,953808.1322,1213566.841,7225.0937,2163.0056,8689.595,23264.1176,7626.4993,22365.5584,20607.1397,11869.3274,55839.7153,123.528,17519.8097,24595.7918,3286.4601
"HK0031",11301.5149,38073.3097,176718.0664,76159.6821,7140.6075,4059.0741,1114.4832,16011.8215,8268.9401,70607.0574,13096.4841,5315.1649,267751.1535,28143.9937,42691.6943,11594.804,4249.4446,180838.7778,18643.3198,14004.0712,5021.3843,8787.1032,12187.4104,18281.6435,24897.5961,48768.2824,229.8945,100243.2208,15498.0076,2536.5528,125524.6605,12762.9648,34900.9609,14763.3683,43035.6933,14702.9912,7589.3303,6782.0448,13140.7804,17250.061,25747.8421,9219.9639,21444.8382,23089.4058,5748.1311,126115.0268,17114.241,20204.8149,5379.2169,4341.7657,49524.4655,9192.566,327049.8563,41389.7487,13415.8685,189142.2908,2167.3962,12566.2453,7416.754,3628.2585,18057.5119,12296.6025,14002.8316,25193.0868,188931.3259,44608.6086,39647.7772,18245.4712,24047.0582,361868.7484,9895.2111,869240.3193,1049.6384,536081.4447,143792.7824,12983.9471,396.7334,12843.4094,7578.0974,7548.2056,19221.7298,867.4574,14037.2809,6639.1337,23620.5787,10939.541,55650.7641,40283.9546,44398.2726,9198.1603,119.4884,2435.7393,21491.33,5657.4916,18410.2197,14220.2264,3476.7067,3777.4724,3629.6126,566575.4411,1135882.556,21125.445,7028.4896,9742.6786,19612.6913,11771.1131,9303.0738,18153.3808,7525.041,37093.5443,1457.5961,4514.5431,10468.9005,100.4241
"HK0032",11941.5588,40581.7441,226476.2584,86147.3432,5047.8324,6212.6857,1521.1223,21780.5069,8898.2113,78218.3768,13050.3154,5271.8545,327019.911,35789.4607,1387054.586,10704.4517,75885.9817,167608.4579,12411.4126,15808.4545,8959.0619,13682.1129,18497.771,12131.2954,30628.5207,68126.0838,1497.6282,87811.0422,174310.0048,14680.3705,145949.6249,14504.3704,34419.715,7350.4975,44868.7009,15030.9735,9045.4626,3658.2102,12672.0459,23340.3241,25213.0315,18050.0425,25664.393,15698.6859,3390.9686,142641.0253,21340.3691,16003.7345,3636.5356,4497.5743,126583.6413,6640.5885,369506.2192,49800.2373,15461.3015,183682.0665,2677.8612,6121.1211,6365.5571,56733.7416,27943.0765,11652.6262,15379.9771,27752.8322,167965.7823,90648.4994,33825.5802,19089.631,20848.5105,117384.4756,9638.6803,907860.135,400.2499,508863.4283,124151.0832,13117.4685,568.3664,12553.7699,8761.0322,6590.321,19414.8052,810.9693,15021.4157,5546.4029,20595.0276,10116.6272,60489.1226,42303.274,58384.7844,9799.6393,406.0582,2590.9393,20544.9281,4391.7362,17368.4463,14587.0428,2245.5462,3024.4918,1498.9344,223784.0577,1039080.743,22526.4057,7578.7013,10951.2138,19921.2557,11342.883,5815.2368,13226.8276,7503.9578,43058.2783,2407.3997,1437.7312,1492.9297,0
"HK0033",13040.4819,33223.3652,289495.4478,90822.152,10597.6987,5510.9325,491.8207,25570.3272,8545.1745,78369.0444,19707.6739,10900.0093,95772.0298,30655.8955,976263.5145,14163.0609,50475.7385,8868.8024,25210.3465,13568.6477,8036.3028,2014.7006,11456.0875,28963.608,36051.6011,64717.1459,251.5446,96480.3017,70519.5504,3891.5983,138407.7145,20422.9871,35346.7564,19613.319,43471.366,16847.1498,43707.0144,8726.3264,15346.2735,18161.5417,27271.1802,20355.7342,22276.53,43599.3678,6245.3992,19165.6599,145101.252,16464.9375,6177.1127,5671.6622,225914.0795,14629.1267,308435.2295,31439.0227,11039.5194,211745.1543,309.1407,11612.8371,9790.6305,24229.9503,24177.1633,13101.1344,11746.5398,29754.0943,166159.472,212991.9655,41785.0294,20459.4814,41884.8214,743461.6453,7965.7625,846061.9424,2608.154,627013.1734,148010.6337,19208.5582,105.069,25455.823,5722.2818,6983.9227,20219.0543,522.4941,14403.8745,6638.4371,26328.4552,23456.2638,56343.8959,20533.4735,52439.8377,8738.3202,392.4067,2513.388,19524.2481,7827.4859,14653.4646,13812.6013,5020.7534,14982.4421,5946.3124,1042926.567,1106324.258,22258.9929,2412.1029,10679.4969,17020.3057,10491.8082,12278.9535,15398.0677,7782.118,46747.8283,796.3076,30755.3758,30093.5782,0
"HK0034",12174.8497,29855.0405,140422.8542,84432.5367,25069.1919,3624.2539,5087.3656,27623.9835,9300.4542,111122.5361,12539.2128,51999.8189,201347.235,50444.2533,116853.4051,22445.6635,4298.1899,19730.646,46920.0968,11801.0757,5832.0125,7933.2345,10751.0757,126320.65,22954.6361,61392.6816,9619.2782,98532.4753,22963.3318,6822.5497,308894.8965,82031.626,34802.799,24833.6719,237028.5559,13659.7154,18762.3887,9325.2917,13725.6817,12356.0162,20566.9411,28466.5821,14215.5516,23691.306,13536.3136,98001.9189,42557.7609,7630.4133,8337.8018,25231.8615,37594.086,41920.6011,227244.4483,28449.2149,7163.4279,152655.0856,6810.4524,50903.4548,3827.6371,8449.3362,16287.5657,24537.3784,56840.5849,65919.6546,150112.0596,199066.0546,169223.5794,39485.2079,57600.363,994822.4903,16373.6932,854429.5638,3955.8154,1487782.856,622317.6332,11835.7211,104.4966,45983.57,13591.1521,2626.7076,20290.0098,296.2726,13611.086,13986.7797,103118.2233,35180.7193,214181.5241,42928.3793,940171.6268,23872.5424,0,616.2058,18748.4123,15230.2022,12793.0918,14822.3238,8094.0156,10179.2096,7509.1814,1273800.958,1075700.165,172001.1899,13162.3324,10896.7851,91736.2256,16902.2087,35238.2683,55358.8307,30027.9976,54739.2905,31413.4476,28282.1777,27372.6486,4463.971
"HK0036",13155.4819,24468.1823,193505.6936,93648.3835,22514.6574,4676.6842,4258.2902,42520.4234,9027.1334,70814.1787,16632.1054,23740.093,544772.083,26509.5557,361115.5416,19338.2106,28436.0447,16956.6153,49121.6604,15922.5089,7384.7349,4179.4888,13560.3074,85069.1265,27351.7167,74699.0752,901.15,114456.8279,46556.3207,17473.7841,101945.412,22742.1545,33198.2944,32541.3936,60839.522,13536.1384,7941.9252,13336.9345,12930.3483,13292.6409,27306.8851,23081.9431,15077.194,10016.9459,13542.39,127951.233,16694.5574,10585.0698,12721.0697,6118.9837,265276.1392,35213.1404,201542.6676,41441.6508,9138.4813,141078.6912,1731.4541,4639.4244,14881.337,22892.9858,7501.7199,10482.8689,12244.3459,22405.2751,182402.9248,329805.8348,52041.6078,19268.8077,45265.2291,1227816.394,12165.7316,729669.2707,3144.9714,523335.6181,186208.7434,22966.779,287.0467,22418.5709,13357.7639,6967.8277,19875.9149,733.4683,12170.2961,8331.1883,33279.4438,22876.3888,51472.857,23189.182,168622.8539,9554.9421,0,2402.7892,18143.4736,7878.7656,16827.4025,12097.2423,7617.6505,20600.8938,9397.1821,1534857.752,1087818.463,131511.445,16799.9724,13248.5343,18681.1684,14612.0259,16520.2414,12230.4249,9881.4236,40312.8975,13743.9554,22499.3103,31132.7225,4038.845
"HK0038",8758.3572,28940.6868,180299.8707,78860.4927,8236.6908,3595.4524,2423.8635,44836.8663,7067.186,82254.4067,15625.9963,10029.6053,358135.1718,33525.3879,713782.7293,12981.3302,37572.9757,185938.5931,19820.8272,10302.5471,5753.7426,2081.5054,11148.7419,20232.1035,26712.3916,59508.6166,1272.0091,80444.2371,105655.6612,37601.2398,140503.5196,17592.6893,37494.5939,9988.0375,44222.1484,14791.6502,12731.9845,4336.2313,11087.8777,25483.3279,31690.3174,46179.7757,18335.648,20793.1685,5618.0283,227828.2737,32617.3668,11374.2363,3805.4445,5346.3633,52166.9346,9033.7177,246874.5351,35953.7109,11657.5851,204408.8025,1634.614,19616.6205,5774.3771,27030.8354,12763.0615,12223.0191,17273.6318,27246.1455,160796.8472,33046.6498,33178.2576,16819.6885,20467.2889,183057.2049,7516.8107,820835.7418,1091.5599,508546.3246,124223.5504,17454.2477,189.0111,12368.7469,9634.2399,5862.7452,18495.1461,685.1889,13440.3429,5663.2864,21352.4038,30587.5358,60911.094,20219.5025,15849.9931,8840.3416,0,2064.2851,22022.6356,5528.6402,16387.9215,14062.1828,2435.6428,5658.9548,2799.6774,334690.8769,956087.3506,28066.5739,3292.5636,8130.2436,20060.2321,7857.3108,5169.4944,14368.2354,5953.7987,38517.8633,1562.3926,4688.743,4245.1907,142.6701
"HK0040",9205.2954,22993.2281,186246.7933,78585.4452,8742.7164,4582.1512,2371.5394,20078.653,7421.9454,71780.0142,11542.1311,8638.0211,119377.8926,20942.2212,42216.6485,12281.6258,6095.9677,12708.4767,20925.8842,12994.094,5698.445,12948.0879,10657.7928,33016.9736,23746.8159,62917.2922,692.8841,79642.4762,49336.6918,12194.2857,122716.7,22864.407,30432.8885,27982.1296,48521.8497,10827.0647,32924.3695,9773.397,12801.1894,11483.7306,27716.3177,8958.1504,11869.5694,11049.7832,6087.963,77040.7166,85238.2086,10905.7012,6931.6361,7222.8526,300537.5107,17040.863,183441.8114,26733.9872,6554.9898,139611.8244,497.9967,6288.2268,13367.4663,7870.5742,19166.9702,18441.1843,10384.5248,22114.0952,2329415.519,372361.4625,74774.7193,26016.6357,54271.9318,776051.0527,8570.8032,694193.2356,1612.1796,439705.0426,266456.382,36667.4494,10236.7138,49900.4925,13396.1926,78094.6718,19312.2607,11466.6126,11972.0098,60195.4633,47037.7208,12207.1452,39394.3596,23932.8841,105214.4852,9411.0558,11956.2804,34730.2328,19672.8257,8261.2813,169283.0816,12622.6608,9471.046,12185.1903,8683.5296,1289788.553,198265.4131,81743.3418,12029.2569,11110.082,11669.3338,9399.7348,16518.7081,18454.8855,12748.2776,49591.6411,3249.7602,20907.3022,30675.2271,387.7393
"HK0041",10429.143,33529.0437,224718.9303,77566.3883,7837.5235,4408.2899,238.2099,32726.9221,6724.2714,94646.0433,15014.727,5391.9962,353058.4423,42080.8691,203788.1159,11979.3734,29208.7244,176905.7295,18419.2705,11320.174,5176.9335,6180.2167,9933.5954,23555.1427,26402.8481,54149.3037,177.3881,80080.4439,33828.2551,28088.1225,175923.4875,21830.526,36351.2977,16838.2936,82532.4143,14132.027,6363.1755,7299.6152,11650.5254,16620.7987,27580.0887,30720.6636,19474.8507,33462.9485,6375.9593,229663.5936,15784.3726,13535.5124,6923.4405,5321.7263,177048.8174,10562.7994,271099.9709,41682.251,10898.159,102447.8448,588.5077,9940.1977,5982.862,8293.2339,9223.9866,18920.8777,20170.6761,33490.1019,179928.1209,177811.7317,68447.9292,27002.913,42150.5338,545190.7241,11549.0838,856020.5262,1740.0461,788276.1817,248972.9868,14184.1183,416.8277,32093.3024,12362.538,7285.587,20485.8439,572.2817,12877.6248,8556.0434,44092.499,12308.7543,83244.4341,21589.8798,24551.1286,13926.8251,274.4985,2491.8254,21063.5312,16526.9283,16686.912,13754.3659,4452.5902,4939.0542,2269.6061,656185.093,1105367.497,17425.7607,3169.5303,10972.1826,28181.0179,12065.0372,11087.3486,28024.2298,12896.5544,55201.0705,675.7745,6642.8379,12267.281,289.0745
"HK0042",8927.4073,22663.498,170719.1976,79494.9819,12089.2863,3209.139,1032.1719,36244.5764,9398.4961,111411.3497,12468.4514,15077.135,580279.8583,50469.3514,32792.986,15003.3241,7920.8688,167988.4343,28375.7503,9236.2951,4801.852,6488.1771,7899.6845,56260.3418,15121.0421,49920.8448,173.2249,79930.7978,21515.1561,6497.1535,250254.4017,30360.7798,35248.7962,20256.6285,89681.7952,14729.2449,5249.3547,8654.9805,10365.1994,17540.3718,26196.609,36620.3895,12651.4004,13298.6275,9519.5575,76900.6436,8453.6673,9332.281,7960.135,8003.3741,82130.8249,24082.323,174897.3108,29294.1459,9105.5735,219976.8798,581.0496,12812.92,7369.9785,5513.8262,9351.2182,21657.6126,27842.9774,40958.7384,186087.9599,90898.324,96872.5435,33098.862,59851.3807,509120.1525,9628.9347,877013.2061,2586.6514,1028919.166,365548.0199,14163.5581,360.363,37892.5059,12412.0664,7450.9706,20322.0022,417.9995,13206.4822,8496.5295,61158.5617,21406.3988,100088.5449,37969.1831,34304.2159,16853.0105,0,1976.1165,21996.5197,11991.5148,19387.9083,14092.0376,4945.807,5579.524,3451.3618,772878.1165,1143435.984,15846.6117,3424.0526,9505.4603,31152.6958,10848.613,15376.7686,34973.1683,19155.0019,60155.9293,1830.6917,6737.1329,18177.9487,226.5013
"HK0044",8908.6496,31632.162,157531.4182,68669.3457,13540.6288,3670.1383,3994.5375,38582.7091,7260.811,88376.0532,17559.439,16049.1958,211621.2622,37543.0793,530968.2221,14512.8905,26888.1225,165670.0073,26183.4865,9241.4334,5696.8557,2442.5867,12195.0427,30064.2294,30485.7466,44958.1677,4418.0743,74375.1753,56269.5258,18002.2946,131067.6798,30693.646,35052.2621,16881.5434,85352.5389,13217.0481,20811.2265,5934.53,11960.3853,12811.6071,25664.198,43372.2211,18047.0398,22175.0261,6757.8073,87702.4313,30180.8002,8135.2526,5896.561,11699.0869,39544.8058,15792.1555,247528.345,41461.0116,10058.0632,240439.8717,1965.6416,5855.9831,4055.5974,22443.4515,11151.4289,11950.4278,27292.8446,30369.907,193013.4942,175055.3168,60242.8529,18666.6145,18611.6516,476258.6474,12661.7023,854659.2644,2545.9298,652775.7479,206387.7583,10818.7485,143.2074,8441.2393,8669.4244,6174.8057,19904.8803,427.9902,13179.2648,6819.4402,36807.4047,15842.3611,98362.3599,18654.6081,267209.2921,12987.4555,0,2285.3141,20848.2373,6539.9938,27197.8021,12440.2975,4929.6309,6402.1349,3677.5211,778911.5259,1207065.703,81450.3024,5118.0871,11193.2805,39535.8884,15929.8377,15353.2537,14840.8132,11810.5474,40226.0213,7215.5592,11688.8197,10080.672,1570.2687
"HK0045",10299.5259,29211.868,116107.3529,58879.5638,9726.5948,5065.5474,5162.7306,12031.3307,7446.7005,88138.4941,8362.2929,5398.3314,531736.7693,22734.2785,63086.9921,10401.8879,7774.2763,13597.544,15923.437,6780.5365,5091.8259,1487.1541,8083.7641,29066.6755,17053.4464,40769.473,2369.1763,65931.4711,10882.8068,20420.3394,66084.6583,22011.5923,32173.8916,16976.6625,65463.2836,7575.8102,2277.8731,7358.5775,12351.7206,10028.2529,24975.922,6673.4342,14239.8526,20432.9857,4370.887,262837.7278,4167.8021,8399.4104,6383.841,9876.6701,44888.4,13194.1549,207838.0665,32268.8328,9264.264,124965.1999,5713.6894,12686.9368,14459.8438,5635.514,13943.3011,13932.8363,13225.7199,24301.8848,172158.5073,68836.1992,56540.6528,21727.8327,32975.2133,506342.5964,7611.2842,779977.6362,1650.913,417307.7994,202589.4906,14524.3764,243.7688,24757.2987,13046.9918,7320.9948,17658.3302,173.893,13140.0968,8411.0773,37102.0126,15933.9968,51199.5847,27448.3906,891880.4882,8178.6311,653.5255,3323.3321,18254.3509,9144.0313,15445.1022,12550.6539,4180.9094,4805.4284,3045.196,665996.2759,1113163.537,117944.0561,10265.655,12219.2229,15347.9945,12027.8102,14420.2825,19756.3669,11568.6053,48769.2591,7278.9753,4513.3336,14979.7036,274.4139
"HK0046",7300.1788,20989.7225,117561.6352,60628.4688,1841.7465,4774.3771,4386.2602,17120.0062,8099.2824,81209.8361,12642.5815,2217.3341,366456.4333,28738.7175,870420.955,10440.0768,49512.5033,14133.0951,4694.067,10109.0786,5672.4092,10727.8204,8931.3719,7256.3853,25742.719,62296.047,9631.4209,77123.7097,58485.2391,39784.0681,167315.8523,25446.5636,32617.5279,22430.0864,56234.6595,9763.1043,4175.7316,9767.3471,9736.093,12567.0972,26078.1027,24988.6233,10520.0729,20293.4765,2149.2821,250237.0912,10188.0122,9327.8362,7188.5834,8129.7507,325670.811,3438.1073,154067.5648,22790.5038,9188.3796,147437.8009,7731.4368,10812.0084,8918.6217,31042.5144,12280.8696,17184.4077,10599.9914,29327.4199,2921223.412,143944.9401,86060.4864,32852.7905,77555.1874,1257286.042,6133.0501,726730.784,3550.9266,495876.3638,319949.4099,35894.914,15132.4122,37902.2617,13025.0861,91958.7567,19300.7389,12309.2304,12607.1288,31076.317,54281.2808,4007.3335,45401.1715,34633.1306,477900.8495,12561.994,13513.0483,39936.3826,19862.0707,11164.3658,223106.6101,11941.4074,5959.2584,9798.3488,7522.9713,1162898.034,253590.5303,89700.4411,10555.5294,8902.2942,14213.3074,7270.937,23938.6746,22652.3673,15674.6933,78819.2769,11173.414,17494.3489,20848.6139,854.6639
